simulated_process,response_process_shape,response_process,seed,exec time,T,q_bartlett,cov lag 0 RMSE,spec density MSE - FRO,spec density RMSE - FRO,spec density R2MSE - FRO,spec density MSE - intmax,spec density RMSE - intmax,spec density R2MSE - intmax,spec density MSE - maxmax,spec density RMSE - maxmax,spec cross density MSE - L2,spec cross density RMSE - L2,spec cross density MSE - intmax,spec cross density RMSE - intmax,transfer: truncation parameter,transfer: RMSE,transfer: MSE,Z error train,Z error train (true dynamics),Z error test,Z error test (true dynamics),Z error train (holdout),Z error train (holdout true dynamics),
0,3,1,919869884,27.6558,900,30,0.0093016,0.0063072,0.10681,0.67112,0.46491,0.3439,2.1608,0.14551,0.67629,1.1562,0.12221,1.1562,1.8256,1e-05         0.1,0.062704,0.077366,0.027298,0.0020551,0.022577,0.0019004,0.04456,0.0019366,
0,2,2,1659239846,16.6876,1200,34,0.0039968,0.0052671,0.089199,0.56045,0.43373,0.32083,2.0159,0.19773,0.91899,0.056912,0.58463,0.056927,0.83613,1e-05         0.1,0.13068,0.087907,0.069441,0.020971,0.089478,0.021917,0.15956,0.019894,
4,2,3,3824282415,19.6929,300,17,0.011858,0.038783,0.093452,0.60348,1.0331,0.3147,1.9895,0.32395,0.49969,0.28185,2.1181,0.2819,3.7348,1e-05         0.1,0.46656,0.28041,0.1329,0.014859,0.18969,0.019516,0.43205,0.013971,
0,2,1,3313403351,18.0367,600,24,0.0061104,0.005725,0.096953,0.60918,0.42526,0.31457,1.9765,0.099186,0.46099,0.10778,1.1071,0.10778,1.5831,1e-05         0.1,0.15417,0.13097,0.081175,0.019948,0.13186,0.021273,0.14795,0.019709,
4,2,3,1198403607,19.4544,600,24,0.0030864,0.017458,0.042067,0.29822,0.78057,0.23778,1.5141,0.19195,0.29609,0.077094,0.57935,0.077151,1.0222,1e-05         0.1,0.28687,0.21499,0.069803,0.015041,0.1252,0.019506,0.10582,0.014776,
1,3,1,3575485867,40.4565,1200,34,0.0051524,0.0060316,0.036568,0.34411,0.45484,0.20504,1.3416,0.13955,0.23706,0.47016,0.020704,0.47019,0.50247,1e-05         0.1,0.34946,0.26347,0.01396,0.0018095,0.014692,0.0020517,0.011285,0.0019139,
4,3,3,1590066619,23.8903,600,24,0.0037717,0.021556,0.051941,0.357,0.84582,0.25766,1.6576,0.22131,0.34137,2.0997,0.054995,2.0998,1.7672,1e-05         0.1,0.6375,0.49189,0.075644,0.01798,0.071196,0.001341,0.1322,0.0015017,
0,3,1,2019399953,19.9361,300,17,0.021422,0.0099465,0.16844,1.0584,0.59044,0.43675,2.7442,0.14256,0.66257,1.2849,0.13581,1.2849,2.0288,1e-05         0.1,0.13741,0.10236,0.036254,0.0025681,0.04433,0.0036499,0.06376,0.0022763,
1,3,2,2193419540,15.1385,900,30,0.0038947,0.0081147,0.049197,0.4543,0.53709,0.24211,1.5709,0.15484,0.26303,0.9377,0.041293,0.93775,1.0279,1e-05         0.1,0.32086,0.30937,0.036122,0.0034962,0.032589,0.0056892,0.065923,0.0017802,
0,3,2,2323470176,13.0408,600,24,0.010462,0.0081428,0.1379,0.86644,0.53453,0.3954,2.4844,0.21027,0.97729,1.3568,0.14341,1.3569,2.1424,1e-05         0.1,0.1491,0.089831,0.04215,0.0034694,0.053384,0.007785,0.077924,0.0023665,
4,2,3,1491924107,12.133,300,17,0.024006,0.041155,0.099169,0.65702,1.201,0.36585,2.3552,0.43905,0.67723,0.27913,2.0976,0.27916,3.6986,1e-05         0.1,0.63133,0.26503,0.15178,0.026615,0.16605,0.016747,0.45546,0.018528,
1,2,1,3465363527,20.0173,300,17,0.03061,0.016495,0.1,0.84859,0.70476,0.31769,2.0611,0.16787,0.28518,0.071357,0.73181,0.071376,1.0501,1e-05         0.1,0.29123,0.25865,0.10322,0.021839,0.28293,0.018641,0.25027,0.01434,
4,3,1,106545574,25.4369,300,17,0.0063865,0.036521,0.088001,0.75273,1.0359,0.31555,2.0557,0.4347,0.67053,5.2367,0.12467,5.2368,4.0597,1e-05         0.1,0.36039,0.29185,0.057571,0.0018093,0.054447,0.0017722,0.13569,0.0011511,
0,3,2,2361823431,22.238,300,17,0.0048682,0.0084233,0.14265,0.89628,0.5823,0.43073,2.7064,0.16609,0.77195,1.0535,0.11136,1.0536,1.6636,1e-05         0.1,0.16978,0.10441,0.065312,0.012945,0.058963,0.0041895,0.095263,0.0014352,
0,3,2,470204863,16.4453,1200,34,0.0026064,0.0039119,0.066248,0.41625,0.36891,0.27289,1.7146,0.090702,0.42156,0.49963,0.052811,0.49968,0.78896,1e-05         0.1,0.11066,0.077117,0.028338,0.0025926,0.030846,0.0027589,0.052489,0.0021877,
1,3,1,1991282598,28.0843,600,24,0.0098242,0.012241,0.074212,0.58029,0.58317,0.26288,1.6873,0.16673,0.28324,1.1415,0.050268,1.1416,1.2199,1e-05         0.1,0.37848,0.28106,0.0281,0.0020433,0.026688,0.0036488,0.031446,0.0020997,
4,3,2,1697131430,23.2823,900,30,0.0014039,0.017005,0.040976,0.28938,0.73797,0.22481,1.4522,0.24861,0.38348,1.6815,0.034248,1.6816,1.2526,1e-05         0.1,0.18114,0.18507,0.02299,0.0026639,0.023014,0.0017787,0.037889,0.0010158,
0,2,3,2432311844,12.4602,300,17,0.058066,0.0099944,0.16925,1.0635,0.59492,0.44007,2.765,0.17563,0.8163,0.14258,1.1053,0.14262,2.0713,1e-05         0.1,0.6271,0.28153,0.21734,0.017742,0.21002,0.013786,0.75669,0.020447,
4,3,3,409883030,27.313,600,24,0.008034,0.020174,0.048611,0.3415,0.79097,0.24095,1.5401,0.23972,0.36976,3.9502,0.10346,3.9503,3.3246,1e-05         0.1,0.59874,0.31743,0.041296,0.0014075,0.047414,0.0027256,0.069407,0.00079388,
1,3,2,3968617797,23.8319,600,24,0.010579,0.010954,0.066412,0.54472,0.56797,0.25603,1.6614,0.18279,0.31052,2.0954,0.092273,2.0955,2.2969,1e-05         0.1,0.3246,0.29262,0.043315,0.0029564,0.047792,0.0052021,0.079905,0.0015615,
0,2,3,757443111,14.121,300,17,0.010669,0.0094596,0.1602,1.0066,0.5643,0.41742,2.6227,0.13755,0.63929,0.09028,0.69985,0.090308,1.3116,1e-05         0.1,0.57859,0.34992,0.13654,0.014765,0.2701,0.022452,0.2372,0.015552,
4,3,1,1632484490,23.508,900,30,0.0019038,0.014256,0.034352,0.23398,0.68563,0.20886,1.3362,0.18509,0.28551,1.3264,0.031577,1.3264,1.0283,1e-05         0.1,0.25959,0.22739,0.027129,0.0018063,0.025287,0.0035945,0.047363,0.0016763,
0,2,1,1642409088,10.9304,600,24,0.0066967,0.0079362,0.1344,0.84446,0.55423,0.40997,2.5759,0.22228,1.0331,0.083753,0.86035,0.083779,1.2305,1e-05         0.1,0.10988,0.10469,0.069773,0.022141,0.11563,0.020954,0.14266,0.021475,
1,3,1,394703039,23.4442,900,30,0.0087394,0.010979,0.066565,0.5835,0.64152,0.28919,1.8943,0.19708,0.3348,1.0009,0.044075,1.0009,1.0696,1e-05         0.1,0.36705,0.276,0.019947,0.0027048,0.017739,0.0021179,0.024116,0.0020481,
0,3,1,1145345409,14.2168,300,17,0.0097306,0.0083334,0.14113,0.88672,0.55024,0.40702,2.5574,0.12285,0.57099,0.82994,0.087724,0.82996,1.3104,1e-05         0.1,0.12889,0.067023,0.028919,0.0035728,0.029159,0.0020666,0.046429,0.0019657,
0,2,1,1446418087,16.0297,1200,34,0.0025959,0.0038317,0.064889,0.40771,0.38218,0.2827,1.7763,0.11151,0.51828,0.040178,0.41273,0.040196,0.59039,1e-05         0.1,0.1795,0.12292,0.088601,0.020956,0.12671,0.021025,0.1567,0.017477,
0,3,2,1934897796,22.3496,600,24,0.0051804,0.0062374,0.10563,0.66369,0.4831,0.35735,2.2453,0.11759,0.54654,0.69035,0.07297,0.69041,1.0901,1e-05         0.1,0.1108,0.071059,0.02973,0.0029584,0.033395,0.0024418,0.044485,0.0020746,
1,3,3,3607487605,18.7112,1200,34,0.0024176,0.0075883,0.046005,0.39476,0.51838,0.23368,1.5077,0.1583,0.26891,0.86933,0.067029,0.86943,1.0853,1e-05         0.1,0.43873,0.32752,0.022663,0.0019962,0.02386,0.0020039,0.032887,0.0019783,
0,2,2,684297208,14.218,1200,34,0.0041411,0.0043833,0.074231,0.46641,0.40038,0.29616,1.8608,0.11166,0.51898,0.063483,0.65213,0.0635,0.93268,1e-05         0.1,0.12773,0.094214,0.07333,0.019442,0.11353,0.020904,0.13426,0.016259,
1,2,1,3359486788,17.911,300,17,0.0091015,0.01506,0.091304,0.9028,0.71303,0.32142,2.0993,0.20084,0.34118,0.1193,1.2235,0.11932,1.7554,1e-05         0.1,0.19524,0.14486,0.096151,0.0284,0.15365,0.025492,0.2464,0.020271,
0,2,1,225118092,20.9593,600,24,0.006509,0.0068757,0.11644,0.73162,0.51421,0.38036,2.3899,0.20936,0.97306,0.053016,0.5446,0.053022,0.77877,1e-05         0.1,0.099226,0.12652,0.087881,0.020347,0.11443,0.020215,0.22602,0.022354,
4,3,2,296236440,36.6149,600,24,0.0047921,0.017165,0.041361,0.315,0.78262,0.23841,1.5368,0.22246,0.34314,2.9512,0.060108,2.9514,2.1984,1e-05         0.1,0.21351,0.17107,0.026045,0.0024972,0.03153,0.0060943,0.032936,0.0011475,
4,2,3,1581612342,20.1426,300,17,0.0050029,0.018957,0.04568,0.31403,0.81585,0.24853,1.5785,0.20595,0.31768,0.29073,2.1848,0.29075,3.8522,1e-05         0.1,0.4903,0.34211,0.13674,0.019459,0.26656,0.013346,0.38589,0.017381,
1,2,1,2729460975,13.0954,300,17,0.030599,0.028475,0.17263,1.3125,0.93444,0.42123,2.7212,0.27127,0.46082,0.17632,1.8082,0.17632,2.594,1e-05         0.1,0.22441,0.19763,0.10805,0.020268,0.1703,0.02244,0.26776,0.025715,
4,2,2,2407146685,24.387,600,24,0.0049328,0.023586,0.056833,0.32718,0.77395,0.23577,1.4608,0.24316,0.37508,0.12857,1.2812,0.12858,1.7402,1e-05         0.1,0.11296,0.091924,0.068902,0.02137,0.099761,0.022903,0.13851,0.017536,
4,3,2,3749168797,20.7417,300,17,0.024309,0.037396,0.09011,0.62088,1.0616,0.3234,2.0494,0.26906,0.41503,8.2624,0.16828,8.2626,6.1548,1e-05         0.1,0.3589,0.3735,0.049369,0.002622,0.076195,0.0031877,0.093201,0.0015303,
1,3,1,1758391365,17.7212,300,17,0.0099794,0.012464,0.075565,0.84314,0.7031,0.31694,2.0599,0.17873,0.30362,1.1664,0.051364,1.1665,1.2466,1e-05         0.1,0.35412,0.29025,0.030629,0.0057414,0.030196,0.0021356,0.02434,0.001564,
1,2,2,3878996100,12.204,600,24,0.015608,0.012788,0.077527,0.77176,0.65362,0.29464,1.9298,0.17393,0.29547,0.11767,1.2068,0.11769,1.7309,1e-05         0.1,0.17693,0.13516,0.094214,0.023564,0.12894,0.021556,0.23979,0.020079,
0,3,2,3317413117,11.3466,300,17,0.0060613,0.0070978,0.1202,0.75524,0.52491,0.38828,2.4396,0.1114,0.51776,0.94878,0.10029,0.9489,1.4982,1e-05         0.1,0.18071,0.13032,0.047613,0.0032601,0.067091,0.0062063,0.076479,0.0016224,
4,3,3,130429468,13.721,600,24,0.0037005,0.028401,0.068437,0.44283,0.93117,0.28366,1.7798,0.37941,0.58524,3.0726,0.080477,3.0729,2.5862,1e-05         0.1,0.49485,0.26855,0.024622,0.0014036,0.028666,0.0018321,0.035329,0.0011766,
1,3,1,3168473722,14.3669,600,24,0.0032573,0.010404,0.063079,0.5933,0.60163,0.2712,1.7645,0.19045,0.32354,1.2707,0.055956,1.2707,1.358,1e-05         0.1,0.36717,0.29758,0.029484,0.001952,0.030169,0.0020938,0.051466,0.0018541,
4,2,2,2918569290,13.2309,300,17,0.010926,0.034223,0.082466,0.55757,0.98221,0.29921,1.8959,0.33345,0.51435,0.17514,1.7452,0.17518,2.3709,1e-05         0.1,0.20578,0.18656,0.13195,0.027888,0.22534,0.029862,0.391,0.014317,
0,3,3,3265439080,15.68,300,17,0.013946,0.0078719,0.13331,0.83762,0.54068,0.39995,2.513,0.10688,0.49675,1.5,0.11965,1.5001,2.342,1e-05         0.1,0.31986,0.11276,0.034193,0.0062102,0.03982,0.0087081,0.033826,0.0016637,
0,3,2,4231528703,13.2321,900,30,0.0034119,0.0048145,0.081534,0.51229,0.41708,0.30852,1.9385,0.12834,0.59651,0.59481,0.062871,0.59486,0.93924,1e-05         0.1,0.10289,0.060414,0.0219,0.0024542,0.025074,0.0025461,0.030332,0.0022038,
1,2,3,3926563523,21.2081,600,24,0.0060665,0.0086564,0.052481,0.54138,0.52923,0.23857,1.5559,0.13179,0.22388,0.11897,0.92182,0.119,1.7265,1e-05         0.1,0.38946,0.15802,0.088849,0.014839,0.12936,0.014588,0.22751,0.011532,
0,2,2,3957222090,17.3611,300,17,0.013837,0.010573,0.17906,1.125,0.57578,0.42591,2.6761,0.14651,0.68095,0.072377,0.74349,0.072392,1.0633,1e-05         0.1,0.25367,0.19937,0.10322,0.024728,0.22506,0.025731,0.26275,0.018755,
4,2,2,1204041035,17.2978,300,17,0.042566,0.0544,0.13108,0.8743,1.1338,0.34537,2.2357,0.34818,0.53707,0.36349,3.6221,0.36356,4.9203,1e-05         0.1,0.24921,0.27655,0.14651,0.033551,0.23356,0.025475,0.37484,0.024581,
4,3,1,2670442665,17.4481,1200,34,0.0040847,0.017764,0.042806,0.27295,0.6828,0.208,1.3022,0.21158,0.32636,1.6834,0.040075,1.6834,1.305,1e-05         0.1,0.24027,0.22519,0.027066,0.0015357,0.024637,0.0012896,0.049404,0.0012845,
1,2,2,831420535,19.4455,300,17,0.011754,0.013767,0.083466,0.82984,0.73443,0.33107,2.1048,0.23948,0.40683,0.1375,1.4101,0.13752,2.0225,1e-05         0.1,0.24823,0.22243,0.10378,0.017679,0.21959,0.020781,0.24324,0.015492,
4,2,3,2816628956,20.2533,300,17,0.022172,0.058248,0.14036,0.78846,1.2665,0.3858,2.3714,0.44764,0.69048,0.28361,2.1313,0.28366,3.7581,1e-05         0.1,0.54964,0.37011,0.15823,0.014452,0.31055,0.012679,0.59596,0.014803,
0,3,1,923476353,22.0665,900,30,0.0080077,0.0045709,0.077408,0.48637,0.41742,0.30877,1.9401,0.087813,0.40813,0.53071,0.056096,0.53073,0.83798,1e-05         0.1,0.079533,0.060357,0.021034,0.0036679,0.021518,0.0021311,0.029099,0.0017281,
4,3,2,2914018616,17.1729,900,30,0.0099232,0.022002,0.053018,0.33156,0.82855,0.2524,1.5908,0.22384,0.34527,3.8891,0.07921,3.8892,2.8971,1e-05         0.1,0.18215,0.16456,0.026042,0.0047863,0.028635,0.0014645,0.034056,0.0009847,
4,2,3,3674111703,22.19,300,17,0.015041,0.033949,0.081806,0.48987,0.96337,0.29347,1.8244,0.35948,0.5545,0.24134,1.8136,0.24136,3.1978,1e-05         0.1,0.36429,0.13643,0.071172,0.014279,0.11525,0.017115,0.14139,0.011195,
1,3,3,4258405602,14.8262,900,30,0.022157,0.017913,0.1086,0.53752,0.6033,0.27196,1.6367,0.3236,0.54972,1.1507,0.088727,1.1509,1.4367,1e-05         0.1,0.48896,0.38248,0.029743,0.0031606,0.032111,0.0021994,0.045515,0.0019966,
4,2,3,115242002,16.1896,900,30,0.0023357,0.014965,0.03606,0.24217,0.70419,0.21452,1.3766,0.20577,0.3174,0.10594,0.79611,0.10599,1.4042,1e-05         0.1,0.33041,0.15405,0.087793,0.015806,0.13031,0.022592,0.23224,0.014495,
4,2,2,290208671,21.2998,900,30,0.0029676,0.017682,0.042608,0.27206,0.71176,0.21682,1.3731,0.2029,0.31298,0.12937,1.2892,0.12938,1.751,1e-05         0.1,0.10762,0.076229,0.066299,0.02535,0.091915,0.01898,0.14074,0.022928,
0,3,2,3414306910,14.6995,300,17,0.011684,0.0092942,0.1574,0.98895,0.54834,0.40561,2.5485,0.13315,0.61884,1.4956,0.15808,1.4957,2.3617,1e-05         0.1,0.29218,0.16312,0.073312,0.014538,0.089133,0.0041568,0.11107,0.0016026,
1,3,1,1039180283,23.8902,600,24,0.0054965,0.010239,0.062073,0.56736,0.59386,0.2677,1.7365,0.2195,0.37288,1.8445,0.081226,1.8446,1.9712,1e-05         0.1,0.38291,0.29051,0.039955,0.0020477,0.046546,0.0023076,0.092187,0.0022737,
1,3,1,658987097,16.6598,300,17,0.0479,0.020832,0.1263,1.0424,0.87241,0.39327,2.5164,0.29032,0.49319,1.2973,0.057129,1.2974,1.3865,1e-05         0.1,0.38442,0.27806,0.043832,0.002439,0.050876,0.00195,0.12065,0.001989,
4,2,3,668849654,17.3612,300,17,0.0096372,0.033436,0.080569,0.59173,1.048,0.31926,2.0611,0.26413,0.40742,0.23087,1.735,0.23091,3.0593,1e-05         0.1,0.79229,0.36637,0.18995,0.014732,0.23874,0.015115,0.74028,0.012674,
0,3,1,730672403,14.2657,900,30,0.0069671,0.0043773,0.07413,0.46577,0.41606,0.30777,1.9338,0.11573,0.53787,0.55245,0.058394,0.55248,0.87232,1e-05         0.1,0.07332,0.067446,0.023332,0.0020151,0.022515,0.0022334,0.034834,0.0018055,
0,3,1,3015771198,13.4785,600,24,0.0094871,0.0057422,0.097244,0.611,0.47234,0.34939,2.1953,0.11771,0.54709,0.80375,0.084957,0.80378,1.2691,1e-05         0.1,0.05874,0.040622,0.014578,0.0022352,0.015296,0.0020879,0.013482,0.0021669,
0,2,1,3532275860,18.85,600,24,0.0057957,0.0060276,0.10208,0.64137,0.44616,0.33003,2.0736,0.12403,0.57646,0.058738,0.60338,0.058751,0.86292,1e-05         0.1,0.092997,0.10329,0.069026,0.022608,0.1141,0.018642,0.1841,0.020874,
0,3,3,844451930,17.0889,900,30,0.0045772,0.0045953,0.077821,0.48896,0.42733,0.3161,1.9861,0.1085,0.50426,0.73949,0.058986,0.73961,1.1547,1e-05         0.1,0.20224,0.062927,0.013477,0.0015466,0.020714,0.0026738,0.01624,0.0014484,
1,2,2,1906309663,26.1751,900,30,0.0035352,0.0089187,0.054071,0.53183,0.58359,0.26307,1.7291,0.16753,0.28459,0.095418,0.97857,0.095431,1.4035,1e-05         0.1,0.16254,0.1316,0.09221,0.02084,0.14733,0.019112,0.19755,0.018848,
0,2,1,4029325801,18.7616,600,24,0.0036677,0.0068562,0.11611,0.72953,0.51678,0.38227,2.4019,0.20733,0.9636,0.10184,1.0461,0.10185,1.4959,1e-05         0.1,0.11017,0.1074,0.079528,0.021588,0.11258,0.021636,0.19112,0.017643,
4,3,2,701544597,29.8979,1200,34,0.0096307,0.018117,0.043655,0.27698,0.71642,0.21824,1.3826,0.25411,0.39197,1.8473,0.037624,1.8474,1.3761,1e-05         0.1,0.19226,0.19472,0.020549,0.0015108,0.020359,0.0021338,0.03124,0.0012046,
1,3,2,3931026716,27.0557,900,30,0.0041701,0.0088116,0.053421,0.41459,0.49889,0.22489,1.4299,0.16683,0.28341,1.0702,0.047126,1.0703,1.1731,1e-05         0.1,0.31229,0.28858,0.025306,0.0025538,0.031907,0.0026213,0.032145,0.0016759,
1,2,1,3278755067,12.788,300,17,0.027664,0.019378,0.11748,0.91891,0.72875,0.32851,2.097,0.23286,0.39558,0.090242,0.92549,0.090261,1.3279,1e-05         0.1,0.17562,0.14306,0.08743,0.021113,0.18258,0.020772,0.21619,0.020938,
0,3,3,1018252733,18.897,600,24,0.011696,0.0059163,0.10019,0.62953,0.44503,0.32919,2.0684,0.094079,0.43725,1.6394,0.13076,1.6394,2.5595,1e-05         0.1,0.31285,0.13424,0.059214,0.0021064,0.086374,0.0062025,0.14561,0.0014968,
4,2,2,1489812758,22.8269,300,17,0.027361,0.04424,0.1066,0.59293,1.0419,0.31739,1.9552,0.28684,0.44244,0.18864,1.8798,0.18869,2.5537,1e-05         0.1,0.19988,0.23409,0.12493,0.022024,0.20091,0.0268,0.38681,0.01952,
1,2,3,719228122,13.4017,600,24,0.0064693,0.0085069,0.051575,0.54589,0.55619,0.25072,1.6453,0.16809,0.28554,0.15027,1.1643,0.1503,2.1807,1e-05         0.1,0.40694,0.21159,0.086164,0.020029,0.14494,0.022308,0.20432,0.014208,
4,3,1,2237209380,25.8726,600,24,0.0088059,0.019784,0.047673,0.29251,0.72241,0.22007,1.366,0.21214,0.32722,2.5711,0.061208,2.5711,1.9932,1e-05         0.1,0.18264,0.18684,0.027428,0.0020108,0.028024,0.0016611,0.048319,0.0015794,
1,2,2,1554634353,12.9789,300,17,0.012163,0.014025,0.085028,0.9296,0.72964,0.32891,2.1532,0.23744,0.40336,0.15927,1.6334,0.15931,2.343,1e-05         0.1,0.3084,0.22363,0.12318,0.023314,0.24821,0.029002,0.31205,0.020564,
4,3,2,3252688801,23.3322,300,17,0.0084968,0.016752,0.040366,0.31494,0.86493,0.26348,1.7246,0.20921,0.32271,2.1084,0.042943,2.1086,1.5707,1e-05         0.1,0.30623,0.27458,0.036919,0.0035448,0.044137,0.003125,0.036834,0.00093384,
0,2,2,2575233929,15.7598,300,17,0.010236,0.0081938,0.13876,0.87187,0.53557,0.39617,2.4892,0.14203,0.66011,0.11547,1.1861,0.11551,1.6965,1e-05         0.1,0.42563,0.36806,0.22166,0.018121,0.43001,0.027522,0.49588,0.019082,
1,3,1,2323191673,24.531,600,24,0.0097136,0.015365,0.093154,0.72341,0.70503,0.31781,2.0259,0.23513,0.39944,1.4054,0.061887,1.4054,1.5019,1e-05         0.1,0.36038,0.28001,0.022364,0.0050624,0.022724,0.0018804,0.024189,0.001887,
1,3,3,4077833430,23.2425,300,17,0.01339,0.01654,0.10027,1.0634,0.7999,0.36058,2.3547,0.27987,0.47544,1.3104,0.10104,1.3107,1.6363,1e-05         0.1,1.0494,1.296,0.098144,0.0071663,0.12245,0.0027161,0.28582,0.0015912,
4,2,1,1665869037,13.1376,300,17,0.0091762,0.03214,0.077446,0.52372,1.0154,0.30932,1.9744,0.24293,0.37472,0.15654,1.5378,0.15655,2.0652,1e-05         0.1,0.22829,0.19226,0.1144,0.02326,0.19844,0.021574,0.29901,0.018725,
4,2,1,3053468065,16.5581,300,17,0.020329,0.030377,0.073198,0.52656,1.0595,0.32275,2.0717,0.327,0.5044,0.26875,2.6402,0.26877,3.5455,1e-05         0.1,0.11821,0.1183,0.071957,0.018171,0.12414,0.018032,0.15444,0.017332,
0,2,1,830580804,18.6974,300,17,0.010563,0.0072393,0.1226,0.7703,0.48235,0.3568,2.2418,0.11052,0.51367,0.094532,0.97107,0.094551,1.3887,1e-05         0.1,0.13379,0.14073,0.071574,0.018624,0.1387,0.020075,0.13057,0.022094,
4,2,3,1279754517,15.2029,300,17,0.011145,0.023151,0.055785,0.3557,0.79244,0.2414,1.5197,0.22363,0.34495,0.41166,3.0936,0.4117,5.4546,1e-05         0.1,0.42321,0.25744,0.10974,0.015578,0.19373,0.023357,0.31179,0.019975,
0,3,2,2421759708,16.4001,300,17,0.014476,0.008266,0.13998,0.87955,0.53076,0.39261,2.4668,0.12334,0.57323,1.3652,0.1443,1.3653,2.1558,1e-05         0.1,0.19567,0.11037,0.055189,0.010406,0.08263,0.013282,0.090879,0.002065,
4,3,3,3613514707,15.5931,600,24,0.013939,0.019827,0.047776,0.32067,0.75088,0.22874,1.472,0.23857,0.36799,2.0136,0.052738,2.0137,1.6947,1e-05         0.1,0.5103,0.31488,0.0259,0.0043983,0.031167,0.0035902,0.036842,0.0012184,
4,2,3,1269766106,17.5326,300,17,0.0054782,0.018068,0.043537,0.30265,0.77482,0.23603,1.5154,0.19161,0.29555,0.26086,1.9603,0.26091,3.4567,1e-05         0.1,0.3783,0.17613,0.063137,0.016864,0.14189,0.014699,0.15385,0.015553,
0,2,2,560550531,14.6688,300,17,0.01257,0.0078166,0.13237,0.83173,0.53119,0.39293,2.4688,0.11067,0.51435,0.10925,1.1223,0.10929,1.6052,1e-05         0.1,0.18732,0.14245,0.10942,0.027658,0.175,0.021377,0.24662,0.025973,
0,3,1,654399986,21.1219,300,17,0.012807,0.008064,0.13656,0.85806,0.52966,0.39179,2.4617,0.13566,0.63053,1.3009,0.13751,1.301,2.0542,1e-05         0.1,0.15802,0.11969,0.048814,0.0018326,0.064812,0.0021799,0.095475,0.002304,
0,3,2,4095337283,12.7856,600,24,0.0033996,0.0072095,0.12209,0.76713,0.51851,0.38355,2.4099,0.15523,0.72147,0.69525,0.073488,0.6953,1.0978,1e-05         0.1,0.09705,0.057394,0.025055,0.0041873,0.030721,0.00415,0.036155,0.0017136,
0,2,2,3018806409,20.0962,300,17,0.014551,0.0077146,0.13065,0.82088,0.49992,0.36979,2.3235,0.12441,0.57824,0.11914,1.2238,0.11917,1.7503,1e-05         0.1,0.23436,0.24778,0.10542,0.034355,0.213,0.023198,0.26767,0.015411,
4,3,2,760452169,15.5166,300,17,0.017183,0.02875,0.069277,0.46301,1.027,0.31285,2.0148,0.27422,0.42299,3.5916,0.073152,3.592,2.6756,1e-05         0.1,0.37002,0.35207,0.09995,0.0064043,0.083389,0.0022084,0.25558,0.00089133,
1,3,2,3260744542,19.5423,300,17,0.010984,0.012553,0.076105,0.73177,0.66762,0.30095,1.9888,0.16505,0.28038,1.1607,0.051115,1.1609,1.2725,1e-05         0.1,0.35599,0.30502,0.038003,0.0068511,0.04678,0.010151,0.049724,0.0014768,
1,2,1,3052591850,13.715,600,24,0.011847,0.017533,0.1063,0.69186,0.66175,0.29831,1.8529,0.25762,0.43763,0.073204,0.75075,0.073221,1.0772,1e-05         0.1,0.12726,0.12552,0.075526,0.019345,0.12818,0.019401,0.16249,0.015466,
0,2,3,1971564600,16.8164,600,24,0.0028852,0.0063327,0.10724,0.67384,0.49031,0.36269,2.2788,0.18659,0.86721,0.12383,0.95994,0.12387,1.7989,1e-05         0.1,0.30348,0.1587,0.080438,0.015407,0.12029,0.01442,0.2092,0.016139,
0,2,3,2769987454,17.7521,900,30,0.0054511,0.0052415,0.088765,0.55772,0.44351,0.32807,2.0613,0.12197,0.56689,0.069519,0.53891,0.069571,1.0104,1e-05         0.1,0.19205,0.082155,0.058227,0.014395,0.076379,0.014923,0.12902,0.015977,
0,2,1,1779294611,22.0595,600,24,0.0097775,0.0062658,0.10611,0.66672,0.45798,0.33877,2.1286,0.10831,0.50338,0.093335,0.95878,0.093343,1.371,1e-05         0.1,0.12914,0.10351,0.076173,0.019755,0.12429,0.022793,0.16956,0.022652,
0,3,2,1732532126,15.8955,1200,34,0.0044554,0.0041688,0.070598,0.44358,0.40906,0.30259,1.9012,0.12908,0.59991,0.45808,0.048419,0.45815,0.72339,1e-05         0.1,0.10473,0.06755,0.035175,0.0029016,0.03004,0.0023228,0.075908,0.0021369,
0,2,1,2176199963,14.1956,900,30,0.0031082,0.0048794,0.082632,0.51919,0.42756,0.31627,1.9872,0.12434,0.57791,0.064279,0.6603,0.06429,0.94427,1e-05         0.1,0.11868,0.1026,0.079402,0.022478,0.099216,0.021534,0.16911,0.021805,
1,3,2,3202552886,18.4458,900,30,0.009176,0.011959,0.072501,0.6676,0.61511,0.27728,1.825,0.18272,0.3104,1.2413,0.054661,1.2413,1.3607,1e-05         0.1,0.29498,0.30638,0.03199,0.0022864,0.03108,0.0032551,0.05238,0.001698,
0,3,3,3938177478,20.2236,600,24,0.010962,0.0056292,0.09533,0.59897,0.45446,0.33617,2.1122,0.15829,0.73569,0.91092,0.07266,0.91107,1.4224,1e-05         0.1,0.23069,0.051102,0.024758,0.010131,0.013675,0.0016759,0.016178,0.0013964,
0,2,3,1487343365,18.4561,900,30,0.005731,0.0053911,0.091299,0.57365,0.45583,0.33718,2.1186,0.14031,0.65214,0.067879,0.5262,0.067898,0.98609,1e-05         0.1,0.26691,0.10578,0.058057,0.014782,0.081157,0.016848,0.13791,0.014742,
