simulated_process,response_process_shape,response_process,seed,exec time,T,q_bartlett,cov lag 0 RMSE,spec density MSE - FRO,spec density RMSE - FRO,spec density R2MSE - FRO,spec density MSE - intmax,spec density RMSE - intmax,spec density R2MSE - intmax,spec density MSE - maxmax,spec density RMSE - maxmax,spec cross density MSE - L2,spec cross density RMSE - L2,spec cross density MSE - intmax,spec cross density RMSE - intmax,transfer: truncation parameter,transfer: RMSE,transfer: MSE,Z error train,Z error train (true dynamics),Z error test,Z error test (true dynamics),Z error train (holdout),Z error train (holdout true dynamics),
1,1,2,1828071295,19.7145,900,30,0.0066608,0.011479,0.069594,0.44577,0.55289,0.24923,1.5662,0.20072,0.34098,1.4606,0.074703,1.4606,1.8814,1e-05         0.1,1.3874,20.3096,0.049773,0.0029551,0.074701,0.0026107,0.10917,0.0023178,
0,3,2,2223761770,17.9802,1200,34,0.0018866,0.0046377,0.078539,0.49347,0.43104,0.31885,2.0034,0.13927,0.64729,0.69892,0.073876,0.69897,1.1036,1e-05         0.1,0.1023,0.10466,0.045429,0.0063509,0.048003,0.004212,0.094572,0.0023092,
0,3,3,2535708656,19.8006,900,30,0.0035229,0.0064118,0.10858,0.68225,0.44077,0.32604,2.0486,0.1224,0.5689,1.3894,0.11082,1.3895,2.1693,1e-05         0.1,0.19985,0.057519,0.020946,0.0016595,0.022471,0.0031794,0.018725,0.0015328,
4,3,1,2429433407,20.2609,900,30,0.0038763,0.021176,0.051026,0.3237,0.83793,0.25526,1.6145,0.238,0.36712,1.9491,0.046401,1.9491,1.511,1e-05         0.1,0.20237,0.18876,0.02619,0.0019754,0.022348,0.0015161,0.046572,0.0013327,
0,2,2,2783347131,17.9225,600,24,0.0112,0.0051517,0.087244,0.54817,0.43833,0.32424,2.0373,0.12603,0.58574,0.070506,0.72427,0.070535,1.036,1e-05         0.1,0.23176,0.17627,0.11946,0.022239,0.15185,0.023962,0.34688,0.020943,
4,2,2,2416976977,22.6365,1200,34,0.00657,0.013437,0.032379,0.24885,0.69016,0.21024,1.3565,0.17586,0.27126,0.10223,1.0187,0.10225,1.3839,1e-05         0.1,0.11524,0.09165,0.075239,0.020903,0.088284,0.021553,0.15921,0.021132,
1,1,3,250649335,18.0318,300,17,0.010521,0.01978,0.11992,0.93596,0.76767,0.34605,2.1798,0.26118,0.44369,0.75873,0.085366,0.7588,1.184,1e-05         0.1,0.96665,2.0939,0.056386,0.0041361,0.10973,0.02114,0.12166,0.0030882,
4,3,3,953953021,18.3597,300,17,0.010625,0.039213,0.094489,0.58077,1.0908,0.33227,2.0871,0.29327,0.45237,7.741,0.20275,7.7411,6.515,1e-05         0.1,0.66022,0.47483,0.071706,0.0027906,0.10897,0.0031227,0.14896,0.0010066,
1,2,3,417059187,17.6055,900,30,0.00718,0.0097021,0.05882,0.50443,0.57217,0.25792,1.639,0.15988,0.2716,0.082384,0.63832,0.082418,1.1958,1e-05         0.1,0.24199,0.095737,0.053664,0.016157,0.085952,0.01693,0.098353,0.017223,
1,1,2,649734460,18.1735,600,24,0.013021,0.010348,0.062734,0.63768,0.65538,0.29544,1.9387,0.24089,0.40922,0.89668,0.045861,0.89674,1.1551,1e-05         0.1,0.778,1.5391,0.043757,0.0071629,0.044046,0.0044939,0.068681,0.0029507,
0,3,3,2572509654,22.2963,600,24,0.017186,0.00759,0.12854,0.80762,0.52942,0.39162,2.4606,0.12375,0.57516,0.93063,0.074232,0.93079,1.4532,1e-05         0.1,0.30804,0.083375,0.027709,0.004266,0.029132,0.0016398,0.043826,0.0011146,
4,3,2,340033313,21.1789,900,30,0.0038863,0.01262,0.03041,0.22336,0.61662,0.18784,1.2147,0.14912,0.23002,2.8352,0.057745,2.8353,2.112,1e-05         0.1,0.2036,0.23553,0.040334,0.004832,0.03906,0.0023707,0.074496,0.0010128,
4,2,2,375083826,18.9697,900,30,0.0039405,0.012577,0.030306,0.23932,0.70286,0.21411,1.3961,0.22581,0.34831,0.13797,1.3748,0.13798,1.8674,1e-05         0.1,0.14166,0.10854,0.086399,0.021118,0.11493,0.021578,0.21107,0.020309,
0,2,1,3653744784,14.2464,300,17,0.012384,0.0094243,0.1596,1.0028,0.55704,0.41204,2.589,0.19687,0.91499,0.11377,1.1687,0.11378,1.6711,1e-05         0.1,0.33797,0.32615,0.13521,0.01986,0.36377,0.02308,0.24228,0.019832,
0,2,1,47945926,16.5764,600,24,0.0065064,0.0051668,0.0875,0.54978,0.44914,0.33223,2.0875,0.11118,0.51674,0.069848,0.7175,0.069856,1.026,1e-05         0.1,0.12271,0.11478,0.071046,0.021434,0.13463,0.022004,0.18079,0.020817,
1,2,3,1035949244,16.8665,300,17,0.013235,0.016822,0.10199,0.99264,0.77639,0.34998,2.3296,0.219,0.37203,0.14327,1.1101,0.1433,2.0791,1e-05         0.1,0.39662,0.18871,0.073258,0.019971,0.12898,0.018069,0.12737,0.01822,
1,1,3,3774970270,18.0032,900,30,0.0037891,0.011361,0.06888,0.4997,0.55429,0.24986,1.5548,0.22647,0.38472,0.56026,0.063036,0.56031,0.87427,1e-05         0.1,0.97823,2.0655,0.036472,0.0037496,0.03752,0.0035934,0.054821,0.0029951,
1,1,2,2490053403,17.4806,300,17,0.040562,0.040917,0.24806,1.2618,0.81746,0.3685,2.2453,0.41537,0.70561,3.2218,0.16478,3.2218,4.1501,1e-05         0.1,0.76588,1.5548,0.074268,0.020245,0.071563,0.0073624,0.081434,0.0018587,
0,2,3,1962195048,16.6708,900,30,0.0056614,0.0048864,0.08275,0.51994,0.42337,0.31317,1.9677,0.1147,0.5331,0.086457,0.67022,0.086471,1.2558,1e-05         0.1,0.54529,0.22916,0.10854,0.015727,0.20131,0.014817,0.23455,0.018506,
4,2,1,2278597009,17.5852,300,17,0.03307,0.040158,0.096766,0.70486,1.0329,0.31466,2.0179,0.34401,0.53063,0.18247,1.7925,0.18249,2.4074,1e-05         0.1,0.21225,0.14505,0.088215,0.023714,0.12862,0.021975,0.21197,0.022337,
0,3,2,173715254,18.5211,900,30,0.0057647,0.0054067,0.091563,0.57531,0.44436,0.3287,2.0653,0.13858,0.64407,0.7621,0.080554,0.76215,1.2034,1e-05         0.1,0.080085,0.065471,0.026643,0.0054376,0.031668,0.005979,0.036502,0.0020694,
1,3,2,426812664,19.6557,900,30,0.014196,0.014762,0.089498,0.51785,0.60835,0.27423,1.744,0.28577,0.48546,1.9325,0.085101,1.9326,2.1184,1e-05         0.1,0.30908,0.30769,0.035079,0.0018235,0.034673,0.0028162,0.062464,0.001883,
4,1,2,4146278375,17.8435,300,17,0.0013681,0.020064,0.048348,0.37946,0.85877,0.26161,1.7341,0.3405,0.52522,0.0039172,1.3018,0.0039261,0.34688,1e-05         0.1,1,2.01,8.3344,14.8539,24.02,17.5049,15.9422,15.76,
0,3,3,2119310331,17.3857,1200,34,0.0035607,0.0042674,0.072268,0.45408,0.39129,0.28944,1.8186,0.11333,0.52672,0.71293,0.056868,0.71309,1.1133,1e-05         0.1,0.23639,0.07357,0.017794,0.0015465,0.021636,0.0034328,0.025637,0.0015586,
4,2,3,3416607406,16.8854,600,24,0.0055981,0.014728,0.035489,0.23486,0.68897,0.20988,1.3224,0.21704,0.33479,0.16084,1.2087,0.16087,2.1314,1e-05         0.1,0.31859,0.11599,0.058172,0.015069,0.084584,0.022344,0.11593,0.015734,
0,2,2,3454823637,16.6251,900,30,0.0066796,0.0054464,0.092234,0.57953,0.43123,0.31898,2.0042,0.13832,0.64287,0.057479,0.59045,0.057496,0.84449,1e-05         0.1,0.10415,0.09571,0.067782,0.024829,0.11205,0.02284,0.09666,0.02081,
1,3,1,2588989938,33.7566,600,24,0.005902,0.0085187,0.051646,0.48949,0.54051,0.24365,1.6041,0.14323,0.24332,0.76976,0.033897,0.7698,0.82265,1e-05         0.1,0.35306,0.27589,0.020118,0.0017312,0.021306,0.0018967,0.025268,0.0017325,
1,3,3,4188949363,17.7312,600,24,0.0066529,0.0092255,0.055931,0.49421,0.56455,0.25449,1.658,0.15186,0.25797,0.95006,0.073254,0.95012,1.1861,1e-05         0.1,0.47439,0.36967,0.05451,0.0025643,0.06776,0.0051272,0.11333,0.0020546,
4,3,1,1145660018,20.4196,600,24,0.0066663,0.021203,0.051092,0.34333,0.81775,0.24911,1.6248,0.31059,0.47908,2.4042,0.057237,2.4043,1.8638,1e-05         0.1,0.28551,1.0615,0.059225,0.0013339,0.07197,0.0018305,0.14913,0.0012648,
4,3,3,2667842131,20.1641,900,30,0.0029058,0.016651,0.040124,0.30517,0.71365,0.2174,1.4208,0.17588,0.27129,3.3405,0.087493,3.3407,2.8115,1e-05         0.1,0.45911,0.26672,0.021049,0.0018983,0.021893,0.0018676,0.015551,0.0013055,
1,3,1,2140156920,20.4648,900,30,0.0068513,0.0087038,0.052768,0.49917,0.57015,0.25701,1.6831,0.14858,0.25241,1.1353,0.049996,1.1354,1.2133,1e-05         0.1,0.35229,0.27587,0.019303,0.0026219,0.017085,0.0017188,0.017779,0.0018165,
1,2,2,2528678633,15.0766,300,17,0.026768,0.021456,0.13008,0.85307,0.74666,0.33658,2.1515,0.25553,0.43409,0.14999,1.5382,0.15002,2.2064,1e-05         0.1,0.20698,0.17786,0.095805,0.022248,0.20631,0.030405,0.25643,0.021803,
4,3,1,1839944177,21.5919,900,30,0.0041828,0.0165,0.039759,0.32347,0.82108,0.25012,1.6239,0.22273,0.34356,1.3181,0.03138,1.3182,1.0219,1e-05         0.1,0.19052,0.15762,0.015567,0.0017535,0.016831,0.0016971,0.018942,0.0013482,
0,3,3,2633012,19.5739,900,30,0.0027391,0.0050513,0.085544,0.53749,0.42498,0.31436,1.9752,0.11804,0.54863,1.1299,0.090124,1.1299,1.7641,1e-05         0.1,0.30233,0.12156,0.032202,0.0017425,0.038662,0.0021144,0.061242,0.0014876,
4,2,3,1358789779,21.1867,1200,34,0.0060188,0.014265,0.034373,0.22962,0.70964,0.21617,1.3679,0.22131,0.34137,0.085104,0.63955,0.085126,1.1278,1e-05         0.1,0.24086,0.096815,0.063587,0.015832,0.083224,0.017149,0.13875,0.015862,
0,2,3,2865893906,16.5037,600,24,0.0069151,0.0059511,0.10078,0.63323,0.51923,0.38408,2.4132,0.19023,0.88414,0.13425,1.0407,0.1343,1.9505,1e-05         0.1,0.32698,0.15903,0.087333,0.017719,0.10982,0.016791,0.19954,0.012631,
1,3,3,693722307,21.1095,900,30,0.0077413,0.013609,0.082505,0.61308,0.66918,0.30166,1.9046,0.27907,0.47407,1.4829,0.11434,1.4829,1.8512,1e-05         0.1,0.40364,0.3377,0.025066,0.0055767,0.021139,0.0020668,0.026186,0.0017654,
1,2,1,742383925,17.7259,900,30,0.0052154,0.012735,0.077206,0.48857,0.5646,0.25451,1.5964,0.26049,0.44252,0.096152,0.9861,0.09616,1.4147,1e-05         0.1,0.076631,0.096583,0.074877,0.01963,0.098638,0.021152,0.19053,0.017368,
0,3,1,795013873,19.145,900,30,0.0026008,0.0045785,0.077537,0.48718,0.41891,0.30987,1.947,0.10382,0.48255,0.60027,0.063449,0.6003,0.94782,1e-05         0.1,0.075693,0.069807,0.024073,0.0019737,0.028622,0.0023218,0.044502,0.0020643,
0,3,2,1173206343,18.2857,600,24,0.01059,0.0055557,0.094086,0.59116,0.46067,0.34076,2.1411,0.16272,0.75629,0.6253,0.066095,0.62536,0.98739,1e-05         0.1,0.14052,0.070859,0.030842,0.0032442,0.033481,0.0027528,0.056354,0.0016778,
4,2,1,1251757136,17.9217,900,30,0.0050785,0.020151,0.048556,0.30743,0.72053,0.21949,1.3973,0.23116,0.35656,0.071355,0.70098,0.071363,0.94141,1e-05         0.1,0.095816,0.087501,0.070747,0.019905,0.10052,0.021715,0.1768,0.019457,
4,3,1,3878932530,22.5127,900,30,0.0047531,0.020925,0.050421,0.32952,0.79002,0.24066,1.5012,0.26254,0.40496,2.0629,0.04911,2.0629,1.5992,1e-05         0.1,0.23437,0.19857,0.030884,0.0018703,0.027705,0.0015208,0.060074,0.0013437,
0,2,3,3172355696,18.9942,900,30,0.0021432,0.0046727,0.079132,0.4972,0.38341,0.28362,1.782,0.087785,0.408,0.083326,0.64595,0.083355,1.2106,1e-05         0.1,0.29147,0.12403,0.060353,0.014498,0.10095,0.016885,0.139,0.013676,
4,2,2,4259574589,16.1863,600,24,0.0054197,0.019246,0.046376,0.31092,0.79559,0.24236,1.5465,0.23415,0.36118,0.13419,1.3372,0.13421,1.8164,1e-05         0.1,0.161,0.12131,0.079212,0.021588,0.1351,0.019864,0.13147,0.022723,
4,1,3,2092168595,18.3293,300,17,0.0039418,0.017251,0.041569,0.29615,0.76133,0.23192,1.4856,0.19938,0.30755,0.0040734,0.98254,0.0040862,0.33886,1e-05         0.1,1.0005,2.6504,7.6945,9.5364,12.078,10.7909,8.7729,9.2738,
0,2,2,1902415694,18.9352,1200,34,0.0046043,0.0047474,0.080398,0.50515,0.42069,0.31119,1.9552,0.10874,0.50539,0.082461,0.84707,0.082485,1.2115,1e-05         0.1,0.13719,0.091709,0.069213,0.020588,0.10829,0.019448,0.1564,0.020377,
4,2,1,336436682,16.4362,300,17,0.0091712,0.031767,0.076547,0.453,0.95225,0.29008,1.8235,0.25956,0.40037,0.16792,1.6496,0.16793,2.2153,1e-05         0.1,0.23403,0.21155,0.093817,0.019185,0.15908,0.021093,0.27878,0.013507,
0,3,1,1604220836,16.6005,300,17,0.025407,0.00942,0.15953,1.0023,0.58772,0.43474,2.7316,0.18362,0.85344,1.4085,0.14888,1.4085,2.2239,1e-05         0.1,0.15755,0.093692,0.037791,0.0042568,0.048794,0.0053051,0.078962,0.0022845,
1,2,3,2647249966,15.8867,300,17,0.0080683,0.012941,0.078457,0.64485,0.63719,0.28723,1.8618,0.20395,0.34646,0.1251,0.96933,0.12514,1.8157,1e-05         0.1,0.71329,0.73652,0.1107,0.055311,0.17884,0.018117,0.22895,0.013692,
0,3,2,803345665,18.4127,600,24,0.005877,0.0052938,0.08965,0.56329,0.44534,0.32942,2.0698,0.097589,0.45357,0.66522,0.070314,0.66528,1.0504,1e-05         0.1,0.10333,0.067889,0.027231,0.0033795,0.03777,0.0096029,0.048314,0.0024075,
0,2,2,3643922772,14.2282,300,17,0.012745,0.0082387,0.13952,0.87665,0.5882,0.4351,2.7338,0.1439,0.6688,0.093679,0.96231,0.093715,1.3765,1e-05         0.1,0.30466,0.2433,0.14203,0.021106,0.24125,0.025966,0.36497,0.016952,
1,3,2,990848586,17.788,600,24,0.0082651,0.012498,0.075772,0.58855,0.62795,0.28307,1.8218,0.17448,0.2964,2.0199,0.088946,2.02,2.2142,1e-05         0.1,0.30846,0.30884,0.029511,0.0042162,0.0314,0.0036046,0.043126,0.0013746,
0,1,2,4177462247,20.1556,900,30,0.0050217,0.0052449,0.088822,0.55808,0.4394,0.32503,2.0422,0.13192,0.61313,0.0012277,4.7702,0.0012428,0.26159,1e-05         0.1,0.99999,2.0032,24.0172,32.3542,39.221,33.3868,38.589,32.9293,
1,3,2,3753833834,21.2041,300,17,0.031268,0.020246,0.12275,1.1194,0.82648,0.37256,2.3949,0.22908,0.38915,1.8745,0.082547,1.8747,2.0549,1e-05         0.1,0.38336,0.38917,0.077429,0.0037751,0.079649,0.0093558,0.1666,0.0017408,
4,3,3,1564126313,21.1224,1200,34,0.0039487,0.013331,0.032123,0.22147,0.6585,0.2006,1.2792,0.19429,0.29969,0.97885,0.025638,0.97901,0.82394,1e-05         0.1,0.52076,0.26475,0.022078,0.0029774,0.024625,0.004501,0.026022,0.0011802,
0,2,3,69444843,14.8335,300,17,0.0083126,0.0094633,0.16026,1.0069,0.6177,0.45692,2.8709,0.28388,1.3194,0.36338,2.8169,0.36341,5.2778,1e-05         0.1,0.51398,0.32761,0.20844,0.015453,0.18062,0.016519,0.79518,0.013957,
1,2,2,1376185252,17.6703,900,30,0.0061006,0.0094238,0.057133,0.49878,0.57659,0.25992,1.6862,0.16062,0.27285,0.071088,0.72906,0.071097,1.0456,1e-05         0.1,0.20239,0.13909,0.08443,0.020484,0.14415,0.020642,0.14881,0.018985,
0,2,2,1002875291,17.1955,1200,34,0.0056553,0.0040164,0.068017,0.42736,0.39402,0.29146,1.8313,0.11478,0.53349,0.051178,0.52572,0.051199,0.752,1e-05         0.1,0.26355,0.15238,0.099676,0.020915,0.15751,0.020583,0.15443,0.01667,
0,2,3,188071541,15.6018,300,17,0.01024,0.0082941,0.14046,0.88254,0.54754,0.40502,2.5448,0.11926,0.5543,0.093436,0.72432,0.093474,1.3575,1e-05         0.1,0.38674,0.15296,0.053635,0.016779,0.10859,0.017177,0.097922,0.015463,
1,3,3,1685230607,20.5785,300,17,0.023475,0.016713,0.10132,0.98152,0.79041,0.3563,2.2825,0.2718,0.46172,2.0416,0.15741,2.0416,2.5487,1e-05         0.1,0.61432,0.39443,0.036384,0.0055603,0.043909,0.0026679,0.067704,0.001704,
0,2,2,2427656269,17.9723,1200,34,0.0050876,0.0046469,0.078696,0.49446,0.41134,0.30427,1.9118,0.13209,0.61393,0.067868,0.69717,0.067876,0.99696,1e-05         0.1,0.10244,0.08999,0.072489,0.018867,0.097834,0.023101,0.11792,0.017305,
1,3,2,3030317197,18.216,300,17,0.026555,0.014484,0.087812,0.98941,0.71768,0.32352,2.1571,0.18894,0.32097,1.4531,0.063989,1.4532,1.5929,1e-05         0.1,0.31651,0.30777,0.038659,0.0047132,0.06714,0.0082809,0.051477,0.0014619,
1,2,1,1433698079,16.8003,300,17,0.0143,0.017276,0.10474,0.95552,0.76871,0.34652,2.2897,0.24768,0.42075,0.1374,1.4091,0.13741,2.0216,1e-05         0.1,0.21248,0.17192,0.12066,0.017142,0.17866,0.020727,0.39887,0.020163,
0,3,3,4221202352,21.1705,900,30,0.003268,0.0045911,0.07775,0.48852,0.40335,0.29836,1.8747,0.094682,0.44006,0.58914,0.046994,0.58923,0.91992,1e-05         0.1,0.18714,0.063826,0.022132,0.0027969,0.025829,0.0023191,0.036668,0.001443,
1,2,1,1732163474,21.2228,1200,34,0.0082453,0.0089679,0.054369,0.4032,0.50226,0.22641,1.4252,0.19672,0.33419,0.065858,0.67542,0.065869,0.96905,1e-05         0.1,0.089584,0.070533,0.068088,0.020251,0.073471,0.020316,0.16319,0.020076,
4,2,2,4022631952,15.4362,300,17,0.0069576,0.025505,0.061457,0.49197,0.91327,0.27821,1.8081,0.26737,0.41242,0.22068,2.1991,0.22071,2.9871,1e-05         0.1,0.18908,0.16538,0.090358,0.034314,0.1458,0.022542,0.20754,0.017418,
1,3,3,4071875320,19.3259,1200,34,0.0038141,0.0076103,0.046138,0.34687,0.48528,0.21876,1.3877,0.18074,0.30703,0.63625,0.049058,0.63632,0.79435,1e-05         0.1,0.4965,0.43176,0.035216,0.0026474,0.033635,0.0020709,0.073977,0.0021734,
1,3,2,2364867037,21.2366,900,30,0.006064,0.008416,0.051023,0.41967,0.53657,0.24188,1.5446,0.17058,0.28978,1.1425,0.050313,1.1426,1.2524,1e-05         0.1,0.3311,0.29367,0.028123,0.0044882,0.031927,0.002393,0.046955,0.0015159,
1,3,1,1170368862,21.0432,300,17,0.005622,0.016768,0.10166,0.91972,0.77989,0.35156,2.302,0.18505,0.31437,1.6215,0.071403,1.6215,1.7329,1e-05         0.1,0.36698,0.31321,0.032358,0.0065456,0.039998,0.0094781,0.03959,0.0013023,
1,3,3,4029529166,21.0894,900,30,0.0083065,0.011739,0.071167,0.54689,0.58584,0.26409,1.6687,0.18703,0.31773,0.95294,0.073475,0.95305,1.1897,1e-05         0.1,0.43177,0.34963,0.033039,0.0022389,0.030397,0.0021039,0.057564,0.0019401,
4,3,2,3342664671,19.9702,1200,34,0.0022605,0.013484,0.032492,0.20767,0.62101,0.18918,1.1776,0.19326,0.2981,2.3698,0.048266,2.3698,1.7653,1e-05         0.1,0.21695,0.19799,0.026208,0.0033743,0.027142,0.0026678,0.038895,0.0011368,
4,3,2,4268691780,19.8979,300,17,0.0072679,0.023276,0.056087,0.38947,0.92299,0.28117,1.8006,0.24531,0.37838,3.0504,0.062127,3.0506,2.2724,1e-05         0.1,0.23459,0.27525,0.043287,0.0091508,0.041227,0.0074451,0.056301,0.0011973,
4,2,2,2942073567,17.4386,300,17,0.010353,0.034914,0.084131,0.58268,1.0084,0.30718,1.9879,0.36238,0.55897,0.21991,2.1914,0.21994,2.9767,1e-05         0.1,0.20046,0.19626,0.08251,0.023396,0.16112,0.02159,0.18923,0.023831,
1,2,3,2084095562,18.1201,600,24,0.019497,0.018629,0.11294,0.83203,0.71341,0.32159,2.0342,0.2369,0.40244,0.16773,1.2996,0.16777,2.4341,1e-05         0.1,0.31021,0.11476,0.083697,0.016872,0.10441,0.02311,0.18326,0.016907,
0,2,3,2091481997,18.7442,600,24,0.011388,0.0064961,0.11001,0.69122,0.4621,0.34182,2.1477,0.11882,0.55226,0.081885,0.63478,0.081913,1.1896,1e-05         0.1,0.39032,0.25788,0.0906,0.01762,0.19992,0.016285,0.17941,0.015038,
1,3,3,838935576,17.3494,300,17,0.010153,0.020665,0.12529,0.96769,0.7937,0.35779,2.2611,0.24742,0.4203,1.6125,0.12433,1.6126,2.0131,1e-05         0.1,0.58902,0.35891,0.034566,0.0039069,0.032886,0.0025782,0.055092,0.0019178,
1,2,3,3521344095,18.809,600,24,0.010729,0.0094879,0.057522,0.61073,0.62533,0.28189,1.8682,0.16374,0.27815,0.088509,0.68578,0.088534,1.2845,1e-05         0.1,0.24212,0.12513,0.063765,0.014578,0.092021,0.016648,0.15804,0.013308,
0,1,3,3157670137,19.7659,900,30,0.0035031,0.0038311,0.064879,0.40765,0.38254,0.28297,1.7779,0.099559,0.46272,0.0014833,4.3492,0.001492,0.31053,1e-05         0.1,1.0001,2.6504,21.9255,24.8147,26.532,24.2801,29.728,26.2636,
0,2,1,3558690477,16.6347,900,30,0.0095407,0.0063566,0.10765,0.67638,0.51218,0.37886,2.3805,0.20132,0.93567,0.077265,0.7937,0.077273,1.135,1e-05         0.1,0.079342,0.079765,0.06654,0.019739,0.090856,0.020381,0.15151,0.020584,
4,2,3,3800672138,15.0361,300,17,0.0071669,0.031246,0.075291,0.55608,1.0016,0.30512,1.9737,0.25749,0.39718,0.27513,2.0675,0.27518,3.6459,1e-05         0.1,0.47883,0.24921,0.14803,0.014281,0.1742,0.018694,0.42591,0.015119,
1,3,1,2595068340,23.7449,900,30,0.0063603,0.012651,0.076698,0.56351,0.67058,0.30228,1.915,0.30746,0.5223,1.2552,0.055272,1.2552,1.3414,1e-05         0.1,0.34617,0.27066,0.018953,0.0018135,0.018256,0.0019376,0.013068,0.0016929,
0,2,3,2105639413,16.5871,600,24,0.0044511,0.0065313,0.11061,0.69496,0.48569,0.35927,2.2574,0.13262,0.6164,0.080386,0.62316,0.080429,1.1681,1e-05         0.1,0.44299,0.1898,0.11894,0.027035,0.15919,0.019494,0.23291,0.015441,
0,1,3,3142927395,19.9527,300,17,0.029221,0.011324,0.19177,1.2049,0.6246,0.46202,2.903,0.18845,0.87588,0.0030409,8.916,0.0030678,0.63852,1e-05         0.1,1.0002,2.6506,18.8085,23.3304,27.1523,24.136,29.8951,25.3604,
4,3,2,83679910,20.7251,900,30,0.0029329,0.014598,0.035176,0.23837,0.71254,0.21706,1.3787,0.18772,0.28956,3.1996,0.065167,3.1997,2.3835,1e-05         0.1,0.22113,0.23103,0.029877,0.0016247,0.032657,0.0028707,0.03848,0.001061,
1,2,1,473440524,17.497,600,24,0.0077055,0.012542,0.076035,0.57364,0.6293,0.28368,1.808,0.17962,0.30514,0.091905,0.94255,0.091916,1.3522,1e-05         0.1,0.20005,0.15178,0.09253,0.019802,0.14644,0.020321,0.21094,0.019249,
1,2,2,3299235895,18.7019,600,24,0.011412,0.014975,0.090789,0.58446,0.61469,0.27709,1.7458,0.19333,0.32842,0.063052,0.64663,0.063072,0.92762,1e-05         0.1,0.098361,0.09296,0.060548,0.019219,0.10108,0.022746,0.12291,0.017639,
0,2,3,3405716984,17.7068,1200,34,0.0051654,0.0040556,0.068682,0.43154,0.37809,0.27967,1.7572,0.11843,0.55045,0.052292,0.40537,0.052306,0.75964,1e-05         0.1,0.23875,0.090772,0.060829,0.017698,0.074411,0.014444,0.12415,0.016784,
1,3,2,105503603,21.2014,900,30,0.011936,0.010589,0.064196,0.49146,0.56034,0.25259,1.5842,0.2467,0.41908,0.80243,0.035336,0.8025,0.87965,1e-05         0.1,0.30516,0.31413,0.029998,0.0021138,0.026636,0.0020577,0.044352,0.0018154,
1,3,1,109092208,18.6417,600,24,0.01535,0.010815,0.065567,0.56678,0.56039,0.25261,1.6305,0.18899,0.32106,1.7142,0.075487,1.7143,1.832,1e-05         0.1,0.37832,0.27459,0.026033,0.0020777,0.025443,0.0019498,0.03203,0.0020424,
1,3,2,959495508,19.7773,600,24,0.0045815,0.010998,0.066677,0.60863,0.59147,0.26662,1.7169,0.17503,0.29733,1.377,0.060639,1.3771,1.5095,1e-05         0.1,0.28919,0.2976,0.025668,0.0024172,0.034886,0.0056454,0.034517,0.0014764,
0,2,1,2501343872,20.8395,900,30,0.0030754,0.0046398,0.078575,0.4937,0.42059,0.31111,1.9548,0.11272,0.52389,0.081734,0.8396,0.081743,1.2006,1e-05         0.1,0.063375,0.067331,0.056777,0.020133,0.083229,0.018859,0.10904,0.018182,
4,3,3,3609326887,18.5054,600,24,0.0085009,0.026791,0.064556,0.38819,0.84997,0.25893,1.6157,0.24275,0.37444,2.7503,0.072035,2.7504,2.3148,1e-05         0.1,0.47353,0.30153,0.024639,0.0070745,0.030911,0.0052914,0.027312,0.0014857,
0,1,2,4022191579,21.0441,300,17,0.014493,0.01003,0.16986,1.0673,0.60856,0.45015,2.8284,0.20413,0.94875,0.0018737,7.2799,0.0018906,0.39796,1e-05         0.1,1.0004,2.0124,11.0566,25.9126,44.5713,32.9714,21.4459,21.4069,
4,3,3,303338720,25.0327,1200,34,0.0058468,0.014145,0.034085,0.22137,0.67167,0.20461,1.2985,0.16972,0.26179,1.3956,0.036552,1.3956,1.1746,1e-05         0.1,0.57292,0.38257,0.037644,0.0048184,0.036916,0.0014126,0.062037,0.0013636,
0,2,3,4152760044,15.9882,900,30,0.009015,0.0061324,0.10385,0.65252,0.46016,0.34038,2.1387,0.12077,0.5613,0.080741,0.62591,0.080782,1.1732,1e-05         0.1,0.26553,0.12353,0.070508,0.019532,0.084984,0.015693,0.13435,0.016896,
1,2,2,4114791798,14.7462,300,17,0.025875,0.014145,0.085757,0.78499,0.71489,0.32226,2.0704,0.21106,0.35854,0.10298,1.0561,0.10301,1.5151,1e-05         0.1,0.21281,0.18413,0.10172,0.023883,0.1924,0.021193,0.25456,0.020728,
1,3,2,612942072,18.8921,300,17,0.014311,0.014915,0.090423,0.9334,0.7278,0.32808,2.179,0.23096,0.39235,1.6751,0.073764,1.6752,1.8362,1e-05         0.1,0.36527,0.30823,0.035512,0.0053665,0.053603,0.018307,0.058586,0.0015673,
1,3,3,1558110710,19.8576,600,24,0.01611,0.013129,0.079598,0.7117,0.6422,0.28949,1.8567,0.19182,0.32585,1.2175,0.093874,1.2176,1.52,1e-05         0.1,0.45933,0.35248,0.033449,0.0020868,0.039098,0.0021093,0.061613,0.0020984,
0,2,3,2561145244,16.1647,600,24,0.0021919,0.0059177,0.10022,0.62968,0.47687,0.35274,2.2163,0.12134,0.56396,0.077887,0.60378,0.077929,1.1318,1e-05         0.1,0.43917,0.22543,0.083165,0.014181,0.14221,0.017518,0.13975,0.012822,
0,2,3,2419215344,13.608,600,24,0.0059025,0.0056089,0.094987,0.59682,0.44535,0.32943,2.0699,0.12049,0.55999,0.09032,0.70016,0.090344,1.3121,1e-05         0.1,0.34179,0.1401,0.072225,0.028646,0.10356,0.016076,0.15137,0.013332,
