simulated_process,response_process,seed,exec time,T,q_bartlett,cov lag 0 RMSE,spec density MSE - FRO,spec density RMSE - FRO,spec density R2MSE - FRO,spec density MSE - intmax,spec density RMSE - intmax,spec density R2MSE - intmax,spec density MSE - maxmax,spec density RMSE - maxmax,spec cross density MSE - L2,spec cross density RMSE - L2,spec cross density MSE - intmax,spec cross density RMSE - intmax,transfer: tikhonov parameter,transfer: RMSE,Z error train,Z error train (true dynamics),Z error test,Z error test (true dynamics),Z error train (holdout),Z error train (holdout true dynamics),
0,1,3468591124,12.357,300,17,0.011847,0.19868,0.14469,0.90912,2.0652,0.41302,2.5951,0.74685,0.93849,63.4273,0.15852,63.4276,17.5174,0.058824,0.29872,0.069907,0.020661,0.099647,0.026831,0.12141,0.021107,
0,1,409046857,12.4084,300,17,0.019008,0.19701,0.14347,0.90147,2.2329,0.44656,2.8058,0.85485,1.0742,31.5497,0.1135,31.5509,8.4158,0.058824,0.27529,0.088982,0.029128,0.098338,0.0271,0.17675,0.027157,
0,1,2205593225,12.5332,600,24,0.00083731,0.10408,0.075797,0.47625,1.6238,0.32476,2.0405,0.45124,0.56703,30.2883,0.077659,30.2908,8.2304,0.041667,0.15491,0.043461,0.025044,0.049291,0.024867,0.059564,0.021328,
0,1,109304796,12.5431,600,24,0.0070989,0.097935,0.071322,0.44813,1.5461,0.30921,1.9428,0.50765,0.63791,34.0153,0.083871,34.0207,10.0358,0.041667,0.17932,0.053882,0.025132,0.067216,0.025104,0.092633,0.028927,
0,1,1072651218,7.7677,300,17,0.0085298,0.15141,0.11027,0.69284,1.9829,0.39656,2.4916,0.61616,0.77426,34.9805,0.10516,34.9837,11.3567,0.058824,0.22859,0.055359,0.028674,0.084886,0.026262,0.10379,0.033901,
0,1,2822886526,7.8194,300,17,0.017163,0.11918,0.086797,0.54536,1.6988,0.33974,2.1346,0.40858,0.51342,24.4564,0.092659,24.4573,6.7052,0.058824,0.33007,0.075116,0.031176,0.10504,0.029105,0.11864,0.03078,
0,1,2911546684,7.9756,300,17,0.0082995,0.16923,0.12325,0.77438,2.0415,0.40829,2.5654,0.48831,0.6136,46.6441,0.1213,46.647,12.843,0.058824,0.29823,0.096622,0.02203,0.11727,0.026644,0.22721,0.022365,
0,1,4214318327,8.0241,300,17,0.0047311,0.11904,0.086696,0.54473,1.7087,0.34173,2.1471,0.37533,0.47163,26.5986,0.071266,26.6011,6.9928,0.058824,0.26875,0.05939,0.026561,0.060146,0.022972,0.10287,0.026532,
0,1,1899563756,8.0348,300,17,0.021003,0.15516,0.113,0.71,2.0094,0.40186,2.525,0.50823,0.63864,42.3685,0.11497,42.3715,11.7308,0.058824,0.30958,0.095145,0.027031,0.13532,0.026428,0.20288,0.022777,
0,1,2649484741,8.0373,300,17,0.0099967,0.1454,0.10589,0.66534,1.8843,0.37684,2.3678,0.75882,0.95353,35.8881,0.091311,35.8914,9.7553,0.058824,0.28136,0.081619,0.03611,0.083009,0.024058,0.14822,0.02014,
0,1,684985228,12.1526,900,30,0.0039802,0.091196,0.066415,0.41729,1.5334,0.30666,1.9268,0.40627,0.51052,19.9976,0.056344,19.9982,5.5663,0.033333,0.16914,0.039682,0.025736,0.048127,0.02854,0.04984,0.023697,
0,1,2600874126,12.2256,900,30,0.0018805,0.079883,0.058176,0.36553,1.462,0.2924,1.8372,0.46647,0.58616,17.1496,0.049829,17.1501,4.9359,0.033333,0.19606,0.052406,0.024308,0.055881,0.026754,0.076967,0.023701,
0,1,182114183,7.6742,600,24,0.0030429,0.11099,0.080829,0.50786,1.584,0.31678,1.9904,0.48466,0.60902,20.6335,0.082294,20.6341,5.8866,0.041667,0.23963,0.064216,0.030314,0.072179,0.02857,0.092014,0.036184,
0,1,1429662464,7.7149,600,24,0.0018595,0.10485,0.076361,0.47979,1.6603,0.33205,2.0864,0.4913,0.61736,21.4993,0.072928,21.4998,5.6498,0.041667,0.16471,0.046773,0.02441,0.055313,0.027375,0.074771,0.027358,
0,1,3609217555,7.8633,600,24,0.0038829,0.10173,0.074083,0.46548,1.6483,0.32965,2.0712,0.37291,0.4686,18.4552,0.061205,18.4555,5.0954,0.041667,0.22775,0.061126,0.028186,0.079769,0.031287,0.099979,0.03115,
0,1,2986271037,7.8795,600,24,0.0051615,0.12289,0.089494,0.56231,1.7878,0.35755,2.2466,0.43485,0.54643,29.2431,0.10423,29.2444,8.7257,0.041667,0.24992,0.069123,0.02919,0.068418,0.027757,0.10967,0.025718,
0,1,1813357441,7.9134,600,24,0.010833,0.10074,0.073368,0.46099,1.5243,0.30485,1.9154,0.34514,0.4337,25.3339,0.062917,25.3358,6.9146,0.041667,0.18371,0.043534,0.02219,0.047831,0.023035,0.063801,0.021653,
0,1,2828639180,7.8811,600,24,0.0017085,0.10274,0.074823,0.47012,1.5693,0.31386,1.972,0.35889,0.45098,27.5293,0.074272,27.5309,7.4835,0.041667,0.1855,0.046897,0.022319,0.055293,0.026226,0.070463,0.020195,
0,2,1808418465,10.3522,300,17,0.0096334,0.15707,0.11439,0.71872,1.9152,0.38303,2.4067,0.4958,0.62302,43.0234,0.1201,43.0245,11.2857,0.058824,0.27815,0.097031,0.026543,0.098362,0.02316,0.17674,0.019753,
0,2,3422694270,10.462,300,17,0.019207,0.20768,0.15124,0.95029,2.2749,0.45497,2.8586,0.72528,0.91138,62.0514,0.20171,62.052,16.4045,0.058824,0.34407,0.093396,0.034672,0.095051,0.03394,0.14366,0.019908,
0,1,2104433084,14.7821,300,17,0.013597,0.11667,0.084963,0.53384,1.6709,0.33417,2.0997,0.41866,0.52609,42.3934,0.10558,42.3949,12.5841,0.058824,0.32213,0.10549,0.022005,0.14288,0.022741,0.25543,0.023664,
0,1,3518696763,7.5528,900,30,0.0029683,0.088933,0.064767,0.40694,1.5022,0.30043,1.8877,0.35366,0.44441,25.1999,0.066249,25.2001,7.4115,0.033333,0.17568,0.045313,0.02388,0.047143,0.023338,0.067423,0.023164,
0,1,2949051794,7.6675,900,30,0.0026726,0.081958,0.059687,0.37502,1.3609,0.27217,1.7101,0.3648,0.45841,20.526,0.061206,20.5274,5.9569,0.033333,0.18299,0.041978,0.027748,0.044637,0.02573,0.05345,0.02639,
0,1,4055933581,7.6269,900,30,0.0019207,0.086271,0.062828,0.39476,1.4265,0.28529,1.7925,0.37906,0.47633,14.6504,0.058202,14.6507,4.7066,0.033333,0.15802,0.048907,0.031196,0.056963,0.034395,0.062035,0.026991,
0,1,1382646649,7.6909,900,30,0.0055322,0.076572,0.055765,0.35038,1.4138,0.28276,1.7766,0.3585,0.45049,17.9839,0.052874,17.9845,5.7718,0.033333,0.17631,0.035859,0.024168,0.041717,0.024811,0.048534,0.024187,
0,1,291179308,7.7023,900,30,0.0033635,0.074893,0.054542,0.34269,1.4233,0.28464,1.7885,0.37586,0.4723,21.2091,0.061668,21.2093,5.8368,0.033333,0.17808,0.052702,0.025116,0.058828,0.022691,0.07799,0.026082,
0,1,1935691267,7.7012,900,30,0.0024735,0.092795,0.067579,0.42461,1.4977,0.29953,1.882,0.48033,0.60358,19.3167,0.05261,19.317,5.1352,0.033333,0.10419,0.031739,0.02361,0.033769,0.020292,0.036391,0.02385,
0,1,3166997505,13.0021,300,17,0.0028568,0.13419,0.097725,0.61402,1.9072,0.38143,2.3966,0.44473,0.55884,30.0276,0.073009,30.0294,8.2314,0.058824,0.23093,0.064209,0.021008,0.082542,0.021842,0.12231,0.017337,
0,1,2598587422,13.8299,300,17,0.003765,0.10228,0.074485,0.468,1.6821,0.3364,2.1137,0.45481,0.57152,20.8664,0.072633,20.8676,6.579,0.058824,0.3648,0.098149,0.033042,0.12096,0.032246,0.18605,0.028904,
0,1,1484677957,18.7776,300,17,0.024605,0.14662,0.10678,0.67089,1.9127,0.38253,2.4035,0.5956,0.74842,31.1021,0.080671,31.1036,9.3263,0.058824,0.27428,0.07626,0.02164,0.085166,0.022264,0.12289,0.023516,
0,2,395203929,6.7953,300,17,0.012807,0.14084,0.10257,0.64447,1.9953,0.39904,2.5072,0.46292,0.5817,34.729,0.096708,34.7304,10.4257,0.058824,0.30477,0.067227,0.025956,0.092625,0.032915,0.092627,0.024718,
0,2,2143959190,6.7986,300,17,0.012821,0.14624,0.1065,0.66915,1.9878,0.39755,2.4979,0.52103,0.65472,51.7158,0.12566,51.7163,15.024,0.058824,0.28159,0.09825,0.031039,0.12639,0.022126,0.15924,0.029265,
0,2,274134460,6.7787,300,17,0.00626,0.1131,0.082369,0.51754,1.7255,0.34508,2.1682,0.37461,0.47074,23.5182,0.13497,23.5196,7.6552,0.058824,0.42729,0.13894,0.043462,0.21161,0.042178,0.25653,0.040006,
0,2,2511303955,6.7504,300,17,0.013815,0.15861,0.11551,0.72577,1.8615,0.37229,2.3391,0.59815,0.75163,30.7581,0.10077,30.7602,8.1621,0.058824,0.30194,0.11158,0.029953,0.1005,0.027112,0.1721,0.019416,
0,2,2568894609,6.8183,300,17,0.0080368,0.12507,0.091086,0.57231,1.81,0.36199,2.2745,0.38605,0.48511,48.9001,0.14961,48.9009,12.7124,0.058824,0.34353,0.1066,0.024604,0.13853,0.030447,0.21264,0.020091,
0,2,1252853775,6.8438,300,17,0.016767,0.13916,0.10135,0.63677,1.8262,0.36524,2.2949,0.37279,0.46845,48.3592,0.1774,48.361,14.0476,0.058824,0.46656,0.15508,0.036228,0.2027,0.041973,0.29196,0.032631,
0,1,3779002021,19.0212,300,17,0.012586,0.13759,0.1002,0.62956,1.8684,0.37366,2.3478,0.42492,0.53395,30.8678,0.096487,30.8698,8.2201,0.058824,0.26445,0.067306,0.022767,0.092519,0.029921,0.11244,0.019041,
0,2,1802222270,11.215,600,24,0.0042403,0.10517,0.076589,0.48122,1.6264,0.32527,2.0437,0.37648,0.47308,35.57,0.09309,35.5703,10.0392,0.041667,0.20435,0.06438,0.02257,0.079505,0.02635,0.10452,0.024284,
0,2,3391585451,11.2383,600,24,0.004519,0.1025,0.074646,0.46902,1.568,0.31359,1.9703,0.40469,0.50853,27.2774,0.070861,27.2778,7.0643,0.041667,0.22654,0.068442,0.02833,0.078762,0.03339,0.10852,0.027332,
0,1,1011416894,21.7838,300,17,0.021341,0.15587,0.11352,0.71325,2,0.39998,2.5131,0.47849,0.60127,34.4844,0.11316,34.4855,9.3496,0.058824,0.22894,0.067301,0.033815,0.092213,0.030359,0.091812,0.024555,
0,1,3924149366,7.934,300,17,0.0034377,0.1047,0.076246,0.47907,1.6439,0.32877,2.0657,0.35113,0.44123,21.4426,0.076878,21.4448,5.7157,0.058824,0.26277,0.060452,0.039976,0.0819,0.033741,0.089171,0.040603,
0,1,872725003,7.9845,300,17,0.0089594,0.1096,0.079819,0.50152,1.7491,0.34981,2.1979,0.38747,0.48689,22.3392,0.05608,22.3396,6.0303,0.058824,0.17588,0.056017,0.024275,0.060624,0.023459,0.087593,0.019171,
0,1,1416348867,7.911,300,17,0.014554,0.1375,0.10014,0.62918,1.8017,0.36034,2.2641,0.45934,0.5772,35.6132,0.093776,35.6152,9.9667,0.058824,0.28271,0.073716,0.024945,0.09242,0.027055,0.13417,0.017946,
0,1,2908533810,7.9514,300,17,0.019296,0.15417,0.11228,0.70546,2.0457,0.40912,2.5706,0.48128,0.60477,23.0081,0.11695,23.0096,7.3092,0.058824,0.42409,0.15311,0.033768,0.16104,0.03413,0.31943,0.026802,
0,2,3102888613,7.1902,600,24,0.002634,0.091667,0.066757,0.41945,1.4759,0.29518,1.8547,0.35167,0.4419,22.0813,0.077284,22.0839,5.8713,0.041667,0.27935,0.09615,0.029543,0.10514,0.033172,0.18864,0.035325,
0,1,1119511108,7.8818,300,17,0.017298,0.15962,0.11624,0.73039,1.8577,0.37152,2.3343,0.41368,0.51983,26.6337,0.11458,26.6346,7.9876,0.058824,0.34019,0.097229,0.041729,0.12432,0.038555,0.15528,0.030284,
0,1,2048795390,7.9089,300,17,0.028464,0.17405,0.12676,0.79643,2.0141,0.40282,2.531,0.54951,0.69051,26.0938,0.1433,26.0955,8.3003,0.058824,0.42944,0.12185,0.042877,0.14197,0.043325,0.23462,0.039618,
0,2,3279126362,7.222,600,24,0.0066127,0.094833,0.069063,0.43394,1.5002,0.30003,1.8851,0.34789,0.43715,29.9877,0.10617,29.9887,8.0171,0.041667,0.30968,0.088689,0.030781,0.099981,0.032625,0.13799,0.031218,
0,1,3835297557,7.9896,300,17,0.0088683,0.13724,0.099944,0.62797,1.7035,0.34069,2.1406,0.47325,0.59469,50.429,0.14036,50.4306,14.5813,0.058824,0.20991,0.057992,0.026232,0.063858,0.021051,0.1073,0.028964,
0,1,2727817557,7.9887,300,17,0.014111,0.14025,0.10214,0.64175,1.9399,0.38796,2.4376,0.62368,0.78371,23.6587,0.071546,23.6592,6.3639,0.058824,0.27601,0.063068,0.024557,0.076055,0.022049,0.1283,0.026794,
0,2,1575251581,7.1005,600,24,0.002118,0.098454,0.071701,0.45051,1.5735,0.31468,1.9772,0.41736,0.52445,42.0403,0.10536,42.041,11.3284,0.041667,0.18046,0.052294,0.026835,0.059449,0.023888,0.068287,0.026025,
0,2,1810628025,7.121,600,24,0.0035148,0.10989,0.080028,0.50283,1.607,0.32139,2.0194,0.5183,0.6513,24.2966,0.061302,24.2972,6.9283,0.041667,0.24185,0.059844,0.023824,0.067716,0.02272,0.078976,0.019726,
0,2,1034680006,7.1723,600,24,0.0089932,0.13618,0.099173,0.62312,1.7927,0.35853,2.2527,0.64361,0.80875,40.4548,0.10784,40.4561,12.707,0.041667,0.23508,0.060106,0.027831,0.069583,0.023689,0.08455,0.025548,
0,2,3371018199,7.1363,600,24,0.007858,0.095906,0.069845,0.43885,1.671,0.33419,2.0998,0.46325,0.58211,25.4537,0.088277,25.4554,6.7647,0.041667,0.2104,0.070005,0.031285,0.086354,0.031283,0.097158,0.023954,
0,1,3238695001,13.1057,600,24,0.0046572,0.099356,0.072357,0.45463,1.6913,0.33825,2.1253,0.43146,0.54217,24.8166,0.065607,24.8172,7.5439,0.041667,0.25111,0.071994,0.023977,0.083007,0.022325,0.13094,0.018553,
0,1,4278597775,19.4365,600,24,0.00442,0.12453,0.09069,0.56982,1.6108,0.32214,2.0241,0.51746,0.65024,29.436,0.10394,29.4374,7.8901,0.041667,0.31136,0.064744,0.03003,0.067186,0.027298,0.096114,0.024812,
0,1,1328707990,15.6228,600,24,0.0039096,0.14421,0.10503,0.6599,1.7208,0.34414,2.1623,0.5766,0.72455,33.8418,0.090675,33.842,8.7501,0.041667,0.17133,0.045944,0.023769,0.050979,0.023587,0.074815,0.025398,
0,1,3233362722,11.6941,300,17,0.0032239,0.16995,0.12377,0.77766,2.0437,0.40873,2.5681,0.55792,0.70108,47.5794,0.12169,47.5801,13.7882,0.058824,0.20673,0.045829,0.025972,0.057566,0.021485,0.057645,0.023478,
0,1,1056345355,11.7332,300,17,0.015386,0.20615,0.15013,0.94332,2.4285,0.48568,3.0516,0.79128,0.99431,38.1921,0.1609,38.1935,10.7801,0.058824,0.25122,0.076645,0.030379,0.091224,0.03099,0.10247,0.023963,
0,1,4190132908,11.7333,300,17,0.0068852,0.16531,0.12039,0.75642,1.9386,0.38771,2.4361,0.58081,0.72984,33.5344,0.13567,33.5358,9.2915,0.058824,0.29029,0.069899,0.026466,0.099221,0.032798,0.10565,0.023983,
0,1,1673625251,11.8793,300,17,0.01024,0.15859,0.11549,0.72566,1.8777,0.37553,2.3595,0.44285,0.55648,25.2332,0.10462,25.2349,7.6829,0.058824,0.35403,0.10245,0.02995,0.12319,0.034324,0.18656,0.020956,
0,2,3562319783,12.1457,900,30,0.0036679,0.071019,0.051721,0.32497,1.3332,0.26664,1.6753,0.43816,0.55059,17.3904,0.08398,17.3917,5.7549,0.033333,0.24147,0.061572,0.033909,0.070288,0.032969,0.075231,0.034413,
0,2,3641886053,12.0184,900,30,0.0099902,0.1136,0.08273,0.51981,1.6742,0.33484,2.1039,0.37596,0.47243,18.0422,0.062278,18.0428,4.932,0.033333,0.22194,0.063463,0.032162,0.068445,0.029054,0.090873,0.031337,
0,2,3607809675,7.3666,900,30,0.0025526,0.10381,0.075604,0.47503,1.6261,0.32521,2.0434,0.50167,0.6304,24.5528,0.063372,24.5538,6.5566,0.033333,0.19334,0.050032,0.022026,0.055646,0.026874,0.069405,0.022751,
0,2,1320344952,7.425,900,30,0.0067293,0.086108,0.062709,0.39401,1.4629,0.29258,1.8383,0.3451,0.43365,24.8159,0.062344,24.8164,6.9359,0.033333,0.24218,0.06079,0.023472,0.068165,0.02499,0.099827,0.023726,
0,1,1211535977,7.802,600,24,0.0014235,0.078476,0.057151,0.35909,1.4526,0.29052,1.8254,0.52555,0.6604,14.5245,0.040711,14.5247,3.758,0.041667,0.19538,0.043134,0.023266,0.061142,0.026904,0.055807,0.020731,
0,1,386380651,7.8124,600,24,0.0055671,0.090985,0.066261,0.41633,1.5412,0.30823,1.9366,0.40811,0.51283,25.5,0.065001,25.5002,6.8214,0.041667,0.1852,0.045874,0.022196,0.053006,0.021739,0.06918,0.027208,
0,1,3009027300,7.7641,600,24,0.012234,0.12923,0.094113,0.59133,1.7666,0.35331,2.2199,0.50323,0.63235,31.5245,0.089088,31.525,8.2703,0.041667,0.20159,0.048683,0.026536,0.054906,0.028216,0.079948,0.030736,
0,1,1244910117,7.814,600,24,0.0053622,0.098219,0.071529,0.44943,1.638,0.32758,2.0583,0.48607,0.61079,14.1042,0.087601,14.1053,4.9696,0.041667,0.40239,0.086304,0.039576,0.10222,0.038985,0.12854,0.036901,
0,1,2993002345,7.7576,600,24,0.0081528,0.1074,0.078216,0.49144,1.6432,0.32864,2.0649,0.47774,0.60032,28.4022,0.069427,28.4046,7.7876,0.041667,0.22269,0.05358,0.021909,0.047879,0.021151,0.097924,0.022851,
0,1,1968864185,7.8396,600,24,0.0048104,0.12608,0.091818,0.57691,1.7434,0.34866,2.1907,0.52052,0.65408,20.0535,0.065201,20.0554,6.2844,0.041667,0.24995,0.063828,0.027326,0.058435,0.024625,0.10973,0.028492,
0,1,2243991706,7.8373,600,24,0.0075891,0.12315,0.089683,0.56349,1.6769,0.33536,2.1071,0.42112,0.52917,26.6427,0.072317,26.6451,7.7401,0.041667,0.23402,0.042476,0.024777,0.049422,0.025709,0.05784,0.027385,
0,1,2150723046,7.8849,600,24,0.011809,0.12525,0.091217,0.57313,1.6648,0.33294,2.0919,0.42406,0.53287,29.9542,0.093243,29.9552,7.9932,0.041667,0.21757,0.066022,0.023735,0.079871,0.025187,0.11231,0.02512,
0,2,22354219,7.5857,900,30,0.0035302,0.08387,0.061079,0.38377,1.4146,0.28292,1.7776,0.30781,0.38679,21.9347,0.060818,21.936,6.2512,0.033333,0.17917,0.051423,0.025408,0.053846,0.027013,0.067533,0.02558,
0,2,1785608697,7.5759,900,30,0.0073928,0.11025,0.080291,0.50448,1.6039,0.32077,2.0155,0.56014,0.70387,27.5167,0.073315,27.5176,7.5511,0.033333,0.2943,0.065649,0.026079,0.072372,0.026023,0.098138,0.022677,
0,2,886416957,7.5977,900,30,0.0038432,0.084882,0.061817,0.3884,1.4156,0.2831,1.7788,0.40545,0.50948,27.1802,0.076996,27.1813,7.0062,0.033333,0.20395,0.067836,0.025823,0.074317,0.026995,0.10737,0.025438,
0,2,2502098854,7.6965,900,30,0.0039289,0.091779,0.06684,0.41997,1.5047,0.30094,1.8908,0.51726,0.64998,17.5986,0.11258,17.5996,6.0782,0.033333,0.25898,0.082705,0.039689,0.10113,0.041133,0.098099,0.038327,
0,1,931920114,16.5824,600,24,0.0043094,0.12374,0.090114,0.5662,1.7001,0.34001,2.1363,0.49088,0.61684,61.0575,0.1517,61.0587,17.9189,0.041667,0.21975,0.058173,0.022229,0.080085,0.02589,0.093939,0.018999,
0,1,1350347098,22.2126,600,24,0.0093831,0.1102,0.080254,0.50425,1.587,0.31739,1.9942,0.45851,0.57616,24.1818,0.07413,24.1827,6.5047,0.041667,0.22143,0.051961,0.027302,0.062523,0.024349,0.073139,0.026434,
0,1,3203066008,16.7232,600,24,0.0046831,0.097227,0.070807,0.44489,1.6255,0.3251,2.0426,0.40747,0.51203,22.9646,0.063465,22.9649,6.2041,0.041667,0.1786,0.050537,0.026954,0.053134,0.02551,0.070852,0.023339,
0,3,4200981535,6.4409,300,17,0.010888,0.12578,0.091602,0.57555,1.8183,0.36365,2.2849,0.42992,0.54023,38.3806,0.094059,38.3817,8.6248,0.058824,0.5086,0.094346,0.021806,0.12672,0.020047,0.18944,0.017537,
0,3,234863013,6.4771,300,17,0.016765,0.20013,0.14575,0.91576,2.2983,0.45964,2.888,0.70378,0.88437,60.9115,0.11992,60.9137,15.1435,0.058824,0.46291,0.076243,0.018981,0.10364,0.021537,0.12413,0.016073,
0,1,911213129,11.5813,900,30,0.0063747,0.081813,0.059581,0.37436,1.4359,0.28717,1.8043,0.36164,0.45444,25.2674,0.074111,25.2678,6.6417,0.033333,0.22606,0.056266,0.025054,0.065997,0.023859,0.082322,0.020999,
0,3,3461790320,6.7201,300,17,0.015307,0.2074,0.15104,0.94902,2.1131,0.4226,2.6553,0.57107,0.7176,39.7314,0.13696,39.7333,10.4205,0.058824,0.46786,0.11243,0.027269,0.11554,0.031398,0.17061,0.025842,
0,3,735179176,6.6483,300,17,0.0053981,0.15194,0.11065,0.69526,2.0028,0.40054,2.5167,0.57723,0.72534,53.3891,0.11659,53.3919,12.3119,0.058824,0.50339,0.099748,0.025139,0.10648,0.017138,0.18386,0.018823,
0,1,1320594787,7.5246,900,30,0.004836,0.10279,0.074858,0.47035,1.5195,0.30388,1.9093,0.40019,0.50287,20.262,0.057581,20.2647,5.5502,0.033333,0.18428,0.041134,0.023452,0.053615,0.025299,0.059499,0.028796,
0,1,2939804954,7.6389,900,30,0.00081987,0.084893,0.061824,0.38845,1.3774,0.27546,1.7308,0.33614,0.42239,14.5176,0.076147,14.5197,4.5534,0.033333,0.23482,0.065997,0.036376,0.073381,0.035961,0.094044,0.042412,
0,3,3749467230,6.7052,300,17,0.012893,0.13609,0.099111,0.62273,1.8573,0.37144,2.3338,0.50411,0.63346,34.3361,0.11772,34.3376,9.1641,0.058824,0.39926,0.081285,0.030635,0.10378,0.026153,0.10489,0.030897,
0,1,1365851883,7.6086,900,30,0.0042195,0.085178,0.062032,0.38976,1.4262,0.28524,1.7922,0.35743,0.44915,20.1049,0.070158,20.1066,5.8572,0.033333,0.1691,0.042233,0.028108,0.048481,0.027348,0.050607,0.026049,
0,1,3294464474,7.5228,900,30,0.0019298,0.10015,0.072938,0.45829,1.5145,0.30288,1.9031,0.43748,0.54974,22.8377,0.066215,22.8397,6.0095,0.033333,0.16505,0.042697,0.022977,0.052542,0.025504,0.061517,0.02088,
0,3,808525636,6.7744,300,17,0.01805,0.18145,0.13215,0.83029,2.2068,0.44134,2.773,0.84757,1.065,47.5723,0.10323,47.5735,11.2515,0.058824,0.41991,0.089691,0.019979,0.10998,0.021449,0.1556,0.020892,
0,1,1862865918,7.6426,900,30,0.010509,0.12284,0.089459,0.56209,1.7443,0.34884,2.1919,0.51478,0.64687,16.656,0.098628,16.6577,5.2085,0.033333,0.20541,0.063548,0.036862,0.063866,0.035426,0.082902,0.040829,
0,1,1409789972,7.5609,900,30,0.0060356,0.10034,0.073076,0.45915,1.5336,0.30672,1.9272,0.37978,0.47722,19.8623,0.056446,19.8631,5.5683,0.033333,0.17287,0.054718,0.023935,0.057247,0.024264,0.084573,0.020234,
0,1,140655229,7.6982,900,30,0.0033867,0.096569,0.070327,0.44188,1.5201,0.30402,1.9102,0.40378,0.50738,19.7931,0.052694,19.7935,5.2651,0.033333,0.16703,0.044476,0.023809,0.048243,0.024905,0.059357,0.025303,
0,1,1312459972,7.7067,900,30,0.0043391,0.092124,0.067091,0.42154,1.5797,0.31592,1.985,0.46958,0.59007,34.122,0.087407,34.1224,10.2333,0.033333,0.13995,0.042486,0.024481,0.042341,0.023149,0.056405,0.022622,
0,1,2059901028,11.9022,600,24,0.0098855,0.10422,0.075899,0.47688,1.6088,0.32175,2.0216,0.41568,0.52234,26.4042,0.076322,26.4047,7.8812,0.041667,0.23391,0.058404,0.025443,0.066332,0.023365,0.072187,0.023473,
0,1,2140349501,11.8549,600,24,0.016217,0.12533,0.091272,0.57348,1.7744,0.35487,2.2297,0.44238,0.55589,30.179,0.071165,30.1801,8.1669,0.041667,0.15132,0.047816,0.023205,0.047474,0.021205,0.076947,0.024999,
0,1,131200172,11.879,600,24,0.0031781,0.10638,0.077472,0.48677,1.617,0.32339,2.0319,0.3828,0.48102,25.8723,0.061195,25.8725,7.2451,0.041667,0.15761,0.036754,0.020119,0.050983,0.028425,0.056467,0.021807,
0,3,327946486,10.4327,300,17,0.0071652,0.17035,0.12406,0.77948,1.9618,0.39234,2.4651,0.41668,0.5236,61.569,0.12142,61.5694,16.1185,0.058824,0.44627,0.093866,0.017351,0.14079,0.01722,0.18239,0.014993,
0,1,3926760808,12.1385,600,24,0.0069455,0.09403,0.068479,0.43027,1.5052,0.30102,1.8914,0.35239,0.44281,18.2207,0.090383,18.2218,5.7929,0.041667,0.29556,0.10017,0.03506,0.10161,0.035375,0.19254,0.040382,
0,3,3517847868,10.5029,300,17,0.014774,0.14206,0.10346,0.65005,1.8658,0.37316,2.3446,0.44986,0.56529,44.4098,0.12181,44.4107,10.3555,0.058824,0.5409,0.090055,0.021262,0.13588,0.019752,0.16597,0.014774,
0,1,1194590621,14.2817,900,30,0.0022527,0.10298,0.074999,0.47123,1.6422,0.32842,2.0635,0.43669,0.54874,21.7069,0.062332,21.7073,6.0159,0.033333,0.17365,0.043705,0.026268,0.0534,0.025849,0.056072,0.025085,
0,3,2893230420,7.0534,600,24,0.0042748,0.096364,0.070179,0.44095,1.5517,0.31032,1.9498,0.34899,0.43854,33.7464,0.06614,33.7472,8.1815,0.041667,0.3643,0.048518,0.018635,0.056888,0.018343,0.066582,0.016004,
0,3,743086864,7.1094,600,24,0.0044488,0.096028,0.069934,0.43941,1.495,0.29898,1.8785,0.39457,0.49581,49.8455,0.10692,49.8458,12.4141,0.041667,0.31251,0.045177,0.016921,0.05523,0.018683,0.064099,0.013768,
0,2,3177270096,6.7193,300,17,0.008911,0.17134,0.12478,0.78402,2.2199,0.44397,2.7896,0.65619,0.82457,51.8896,0.13586,51.8928,14.6757,0.058824,0.28678,0.11446,0.03525,0.11919,0.024173,0.16589,0.020825,
0,2,1956730112,6.6761,300,17,0.0083092,0.17161,0.12498,0.78527,2.078,0.4156,2.6113,0.48457,0.6089,40.7627,0.10726,40.7633,11.9554,0.058824,0.29,0.088632,0.028805,0.10451,0.026507,0.14264,0.01938,
0,2,1064706876,6.7289,300,17,0.017627,0.26752,0.19483,1.2241,2.3052,0.46103,2.8967,1.0689,1.3432,64.0179,0.18103,64.0214,17.5811,0.058824,0.3492,0.12258,0.032087,0.1373,0.024434,0.21068,0.021185,
0,2,4172162004,6.6999,300,17,0.0045558,0.12045,0.087721,0.55117,1.6668,0.33335,2.0945,0.39772,0.49978,28.0409,0.093003,28.0431,7.4579,0.058824,0.28592,0.087989,0.031376,0.10607,0.034151,0.16213,0.021004,
0,3,1540677993,7.1999,600,24,0.0068504,0.11033,0.08035,0.50485,1.6506,0.33011,2.0741,0.43197,0.54282,27.3361,0.081149,27.3367,7.7936,0.041667,0.38379,0.050408,0.02159,0.060595,0.023431,0.070863,0.02124,
0,3,3022241979,7.2178,600,24,0.0026267,0.092642,0.067467,0.42391,1.4805,0.29608,1.8604,0.38558,0.48451,32.2557,0.067675,32.2582,7.9874,0.041667,0.42679,0.058091,0.019645,0.066752,0.020517,0.082745,0.018466,
