simulated_process,response_process,seed,exec time,T,q_bartlett,cov lag 0 RMSE,spec density MSE - FRO,spec density RMSE - FRO,spec density R2MSE - FRO,spec density MSE - intmax,spec density RMSE - intmax,spec density R2MSE - intmax,spec density MSE - maxmax,spec density RMSE - maxmax,spec cross density MSE - L2,spec cross density RMSE - L2,spec cross density MSE - intmax,spec cross density RMSE - intmax,transfer: truncation parameter,transfer: RMSE,Z error train,Z error train (true dynamics),Z error test,Z error test (true dynamics),Z error train (holdout),Z error train (holdout true dynamics),
0,1,2971482689,11.4444,300,17,0.011912,0.0086303,0.13816,0.86807,0.48014,0.47956,3.0131,0.14055,0.88203,1.6469,0.34844,1.6471,3.6093,1,0.8956,0.7947,0.26301,1.1424,0.24636,0.79639,0.22559,
0,1,4158391938,11.5178,600,24,0.007308,0.0045623,0.073036,0.4589,0.3332,0.33279,2.091,0.089459,0.5614,1.1881,0.068668,1.1884,1.6076,1,0.49323,0.24556,0.11295,0.29049,0.11667,0.27493,0.12963,
0,1,2150416688,11.7075,900,30,0.0047623,0.003067,0.049097,0.30849,0.29016,0.2898,1.8209,0.077992,0.48944,0.83861,0.059379,0.83875,1.2277,1,0.53796,0.24715,0.14127,0.254,0.13052,0.23363,0.16066,
0,1,1972154270,11.8917,300,17,0.0075293,0.0053682,0.085937,0.53996,0.36808,0.36763,2.3099,0.10721,0.67281,1.4199,0.067017,1.4201,1.8104,1,0.42268,0.16295,0.098,0.17789,0.090709,0.18839,0.11312,
0,1,3395726067,11.9454,300,17,0.0042678,0.0073653,0.11791,0.74083,0.46213,0.46156,2.9001,0.1183,0.74239,1.5698,0.12264,1.5702,2.16,1,0.69367,0.37929,0.15766,0.45083,0.12334,0.42671,0.12502,
0,1,3196612270,11.9046,300,17,0.0080846,0.0063995,0.10245,0.64369,0.40119,0.4007,2.5177,0.13023,0.81728,2.2273,0.16931,2.2277,2.9603,1,0.58063,0.32927,0.14713,0.35094,0.13286,0.34134,0.12525,
0,1,43929571,11.9634,300,17,0.005176,0.0053356,0.085415,0.53668,0.43819,0.43765,2.7499,0.18799,1.1798,1.3415,0.12837,1.3419,2.0676,1,0.7597,0.45156,0.18291,0.49008,0.18867,0.39617,0.16967,
0,1,2716977069,11.992,300,17,0.011958,0.0063387,0.10147,0.63757,0.40851,0.408,2.5636,0.098005,0.61503,1.6099,0.086611,1.6103,2.1045,1,0.47435,0.18976,0.10852,0.23569,0.13243,0.14818,0.074512,
0,1,1160233570,12.0031,300,17,0.035373,0.0096795,0.15495,0.9736,0.43923,0.43869,2.7564,0.11847,0.74348,1.6023,0.15044,1.6028,2.3608,1,0.78547,0.54868,0.168,0.65686,0.15636,0.78801,0.1705,
0,1,1948183670,12.0654,300,17,0.0040538,0.005958,0.095378,0.59928,0.40682,0.40632,2.553,0.12522,0.78581,1.777,0.079815,1.7772,2.1498,1,0.27156,0.11825,0.092745,0.12243,0.090223,0.14741,0.085845,
0,1,978867090,12.0976,300,17,0.0095727,0.0048014,0.076863,0.48295,0.34991,0.34949,2.1959,0.083958,0.52688,1.4799,0.073033,1.4801,1.8459,1,0.44958,0.16054,0.11294,0.17804,0.088322,0.16982,0.096903,
0,1,1333621355,12.2526,300,17,0.01734,0.006354,0.10172,0.63911,0.40132,0.40083,2.5185,0.10609,0.66577,1.5722,0.094129,1.5726,2.3308,1,0.66762,0.31252,0.12527,0.36824,0.12429,0.34876,0.13771,
0,2,1762965929,10.1711,300,17,0.0030419,0.0079658,0.12752,0.80123,0.37141,0.37096,2.3308,0.093514,0.58685,1.7799,0.1853,1.7802,2.8373,1,0.75963,0.44901,0.15377,0.58055,0.18517,0.45619,0.17281,
0,1,1872249452,12.0373,600,24,0.0030617,0.0044149,0.070676,0.44407,0.33345,0.33304,2.0926,0.082982,0.52075,0.91696,0.26148,0.91732,1.8877,1,0.89632,0.87909,0.24371,1.1667,0.26507,0.79822,0.23017,
0,1,2856067504,12.0612,600,24,0.0044573,0.003887,0.062224,0.39097,0.32716,0.32676,2.0531,0.10039,0.62998,1.4704,0.067844,1.4707,1.7937,1,0.34303,0.14788,0.10554,0.1494,0.099291,0.17133,0.11926,
0,1,817840073,12.1224,600,24,0.0059998,0.0050157,0.080294,0.5045,0.33834,0.33793,2.1233,0.10292,0.64588,2.1371,0.1004,2.1374,2.7592,1,0.27752,0.13958,0.098925,0.15671,0.10643,0.14288,0.090353,
0,1,556067192,12.1003,600,24,0.0013432,0.004242,0.067908,0.42668,0.31667,0.31628,1.9873,0.074155,0.46536,1.1734,0.073333,1.1736,1.5735,1,0.51673,0.21827,0.10988,0.27485,0.12118,0.22978,0.10151,
0,1,1708108080,12.1741,600,24,0.0032584,0.004693,0.075127,0.47204,0.34077,0.34035,2.1385,0.12964,0.81354,1.3469,0.062712,1.347,1.7442,1,0.33018,0.13668,0.10509,0.14249,0.096085,0.12826,0.090516,
0,1,3906296903,12.1975,600,24,0.0027572,0.0039838,0.063774,0.4007,0.31236,0.31198,1.9602,0.070286,0.44108,1.1941,0.058501,1.1943,1.5185,1,0.38072,0.16843,0.1056,0.19555,0.099283,0.20879,0.1197,
0,1,34977782,12.175,600,24,0.0019498,0.0039601,0.063394,0.39832,0.32977,0.32936,2.0694,0.081465,0.51123,0.47599,0.16015,0.47615,1.2328,1,0.90398,0.98406,0.33376,1.0339,0.27801,1.0386,0.33225,
0,1,2843144049,12.169,600,24,0.0054555,0.0044418,0.071106,0.44677,0.34981,0.34938,2.1952,0.10896,0.68379,1.3636,0.08703,1.3638,1.8173,1,0.41625,0.27956,0.11968,0.27284,0.12628,0.33307,0.11533,
0,1,2711610636,12.4889,600,24,0.0021586,0.0032517,0.052055,0.32707,0.31883,0.31844,2.0008,0.088158,0.55323,0.9267,0.042988,0.92703,1.1466,1,0.28333,0.12394,0.09129,0.13523,0.096651,0.16492,0.11072,
0,2,4076744030,10.9664,600,24,0.0081972,0.0042897,0.068671,0.43147,0.30932,0.30894,1.9412,0.094972,0.596,1.0087,0.073954,1.0091,1.3734,1,0.49031,0.26644,0.12986,0.3178,0.13971,0.30286,0.13441,
0,1,89692935,11.8559,900,30,0.019979,0.0043042,0.068903,0.43293,0.31891,0.31852,2.0013,0.092887,0.58291,1.3828,0.089343,1.3831,1.7568,1,0.36647,0.18565,0.12251,0.19323,0.12648,0.20645,0.11234,
0,1,1762812888,11.8817,900,30,0.0011769,0.0035184,0.056324,0.35389,0.30447,0.3041,1.9107,0.087973,0.55207,0.61759,0.21634,0.61773,1.6002,1,0.64327,0.55126,0.26973,0.58881,0.28528,0.64544,0.25991,
0,1,2323654610,11.9126,900,30,0.002995,0.0040437,0.064733,0.40673,0.30454,0.30416,1.9111,0.121,0.75931,1.2607,0.067453,1.2613,1.7316,1,0.30145,0.15484,0.10938,0.17877,0.10444,0.16102,0.097013,
0,1,2581735671,11.9102,900,30,0.0014235,0.0032257,0.051638,0.32445,0.28088,0.28054,1.7627,0.075342,0.4728,1.0378,0.063964,1.0383,1.4373,1,0.26453,0.16558,0.13012,0.17618,0.1116,0.15838,0.11774,
0,1,1679105124,12.011,900,30,0.0018044,0.0032193,0.051536,0.32381,0.27926,0.27892,1.7525,0.097402,0.61125,0.88211,0.046076,0.88223,1.0451,1,0.30767,0.12668,0.10645,0.14481,0.11037,0.14649,0.10307,
0,1,749513293,12.0386,900,30,0.0060871,0.00416,0.066594,0.41843,0.31972,0.31933,2.0064,0.10672,0.66974,1.0129,0.066028,1.0135,1.4223,1,0.24398,0.15537,0.12454,0.16365,0.12617,0.1174,0.10059,
0,1,2723200883,12.0893,900,30,0.0037843,0.0028467,0.045571,0.28633,0.27234,0.272,1.709,0.13024,0.81729,0.63998,0.042963,0.64007,0.88706,1,0.33514,0.17712,0.12936,0.18145,0.12539,0.20029,0.13365,
0,1,950754588,12.0457,900,30,0.009489,0.0043667,0.069904,0.43922,0.32594,0.32554,2.0454,0.094936,0.59577,1.3303,0.096469,1.3305,1.9029,1,0.41097,0.21045,0.13986,0.21876,0.13119,0.24513,0.1338,
0,1,2913435362,12.3843,900,30,0.0054586,0.0032758,0.05244,0.32949,0.27556,0.27522,1.7293,0.066259,0.4158,1.0744,0.062506,1.0747,1.3718,1,0.4849,0.18147,0.11506,0.21423,0.12881,0.23642,0.12101,
0,2,1082926493,11.631,900,30,0.0034028,0.0029138,0.046645,0.29308,0.27384,0.2735,1.7185,0.072008,0.45189,1.1362,0.050975,1.1366,1.4157,1,0.17949,0.11798,0.095409,0.13731,0.10752,0.12959,0.097614,
0,2,3024700260,10.2438,300,17,0.020971,0.0064416,0.10312,0.64792,0.41297,0.41247,2.5916,0.22752,1.4278,1.2004,0.084857,1.2008,1.6397,1,0.6622,0.36109,0.12648,0.40276,0.15141,0.34521,0.087212,
0,2,2459670804,10.2344,300,17,0.012724,0.0054649,0.087484,0.54968,0.34715,0.34673,2.1786,0.076041,0.4772,1.934,0.1051,1.9344,2.3328,1,0.56181,0.24079,0.11954,0.27126,0.11984,0.24334,0.097786,
0,2,1385504974,10.2398,300,17,0.0079532,0.0048734,0.078016,0.49019,0.36518,0.36474,2.2917,0.10209,0.64065,1.0574,0.047977,1.0579,1.3317,1,0.35391,0.17668,0.10386,0.20354,0.12107,0.16671,0.086435,
0,2,2964927983,10.2637,300,17,0.006518,0.00477,0.076361,0.47979,0.35128,0.35085,2.2045,0.071545,0.44898,1.3076,0.10732,1.3077,1.8112,1,0.7562,0.43227,0.13406,0.6149,0.16929,0.56179,0.14297,
0,2,2635556202,10.3265,300,17,0.0091237,0.0075441,0.12077,0.75881,0.41853,0.41802,2.6265,0.096625,0.60637,2.6803,0.18782,2.6807,3.7387,1,0.70959,0.41655,0.14613,0.41053,0.1287,0.48936,0.12827,
0,2,465836595,10.2599,300,17,0.010168,0.0058501,0.093651,0.58843,0.46876,0.46819,2.9417,0.17961,1.1271,1.9592,0.20461,1.9595,3.1366,1,0.83029,0.53055,0.20153,0.63378,0.19781,0.63988,0.19212,
0,2,1672924370,10.3245,300,17,0.0097321,0.0049425,0.079121,0.49713,0.34585,0.34542,2.1703,0.1048,0.65768,1.7786,0.080833,1.7787,2.1987,1,0.3263,0.1551,0.086027,0.17934,0.097753,0.12313,0.083597,
0,2,96547244,10.4095,300,17,0.01336,0.0082583,0.1322,0.83065,0.43383,0.4333,2.7225,0.13819,0.86718,2.7792,0.12392,2.7794,3.408,1,0.33072,0.14088,0.098321,0.18388,0.10341,0.13983,0.071318,
0,2,3975463600,10.4048,300,17,0.0045699,0.007106,0.11376,0.71475,0.37692,0.37646,2.3653,0.10304,0.64661,2.3359,0.10747,2.336,2.6961,1,0.41311,0.18815,0.10076,0.19228,0.10392,0.16632,0.074269,
0,3,3392087628,10.2076,300,17,0.016152,0.0054756,0.087655,0.55075,0.37942,0.37895,2.381,0.086176,0.5408,2.0819,0.14643,2.0821,2.8515,1,0.77275,0.44561,0.10726,0.63039,0.13383,0.56723,0.11148,
0,2,1519922452,11.0025,600,24,0.003173,0.0064548,0.10333,0.64925,0.38947,0.389,2.4441,0.12122,0.76072,1.1338,0.18362,1.1341,2.1034,1,0.88703,0.71176,0.19917,0.89713,0.21883,0.75857,0.17511,
0,2,3592315494,11.0586,600,24,0.0058293,0.0047736,0.076418,0.48015,0.38069,0.38023,2.389,0.11744,0.73696,0.94541,0.082195,0.94555,1.4412,1,0.64617,0.39344,0.15235,0.47043,0.1431,0.39203,0.1322,
0,2,2044177150,11.0858,600,24,0.002263,0.0042893,0.068665,0.43143,0.34961,0.34918,2.194,0.12665,0.79481,1.0489,0.061164,1.0491,1.4498,1,0.46711,0.21145,0.10031,0.23009,0.12512,0.25367,0.088658,
0,2,2491681422,11.1114,600,24,0.011793,0.0040836,0.065372,0.41075,0.32284,0.32245,2.026,0.081752,0.51304,2.3886,0.10652,2.389,2.8926,1,0.36785,0.16014,0.096398,0.19848,0.095224,0.16497,0.10027,
0,2,151520841,11.0795,600,24,0.0016017,0.0049764,0.079664,0.50055,0.33663,0.33622,2.1125,0.087637,0.54996,1.6874,0.13047,1.6875,2.4977,1,0.69149,0.40628,0.14775,0.49737,0.1328,0.37546,0.16363,
0,2,1588279349,11.1192,600,24,0.0048549,0.0034082,0.05456,0.34281,0.31243,0.31205,1.9607,0.091707,0.57551,0.79929,0.060577,0.79946,1.0903,1,0.51162,0.29093,0.13919,0.35002,0.13595,0.34313,0.14836,
0,2,1128007762,11.1356,600,24,0.001559,0.0044457,0.071168,0.44716,0.33047,0.33007,2.0739,0.092093,0.57793,0.90684,0.07101,0.90708,1.2807,1,0.5503,0.32725,0.13682,0.31782,0.1473,0.33359,0.1211,
0,2,3559527548,11.1613,600,24,0.0041355,0.0037608,0.060205,0.37828,0.32273,0.32234,2.0253,0.08458,0.53078,1.6615,0.090982,1.6619,2.133,1,0.54188,0.23523,0.10626,0.26103,0.10882,0.25968,0.1192,
0,2,482570227,11.2994,600,24,0.0023371,0.005899,0.094434,0.59334,0.345,0.34457,2.165,0.11828,0.74226,1.3842,0.13271,1.3843,2.0892,1,0.71543,0.42996,0.17426,0.44784,0.15531,0.42307,0.16869,
0,3,472643945,10.8675,600,24,0.0039738,0.0035376,0.056631,0.35583,0.30946,0.30908,1.942,0.12051,0.75628,1.3646,0.1073,1.365,1.8134,1,0.62491,0.38229,0.12156,0.45874,0.15713,0.40906,0.10748,
0,2,1869398489,11.5934,900,30,0.0031981,0.0035636,0.057048,0.35844,0.29466,0.2943,1.8492,0.090325,0.56683,0.73172,0.073154,0.73183,1.1004,1,0.52525,0.2859,0.1677,0.29595,0.16952,0.30975,0.16395,
0,2,2590726951,11.6457,900,30,0.0030213,0.0040904,0.065481,0.41143,0.31877,0.31838,2.0004,0.081334,0.51041,1.1362,0.076593,1.1365,1.5296,1,0.37776,0.18975,0.12891,0.19699,0.13392,0.1687,0.12617,
0,2,2200517172,11.6542,900,30,0.0011306,0.0033458,0.05356,0.33653,0.29627,0.29591,1.8593,0.07053,0.44261,1.183,0.058554,1.1832,1.562,1,0.30886,0.14244,0.10171,0.16741,0.1111,0.15533,0.10195,
0,2,3171147929,11.7227,900,30,0.0034194,0.0032685,0.052323,0.32876,0.3013,0.30094,1.8908,0.068365,0.42902,1.2557,0.077067,1.2558,1.6605,1,0.37313,0.17217,0.11561,0.21559,0.13105,0.1829,0.13933,
0,2,1530444112,11.7514,900,30,0.0027221,0.0034267,0.054856,0.34467,0.29015,0.28979,1.8208,0.094523,0.59318,1.3123,0.063289,1.3125,1.7463,1,0.23927,0.13631,0.10952,0.13937,0.1014,0.14245,0.11556,
0,2,2274040249,11.7325,900,30,0.0022412,0.0042884,0.06865,0.43134,0.32222,0.32182,2.0221,0.10421,0.65398,1.2701,0.10185,1.2707,1.7123,1,0.52508,0.22227,0.14436,0.26646,0.14374,0.25127,0.15936,
0,2,875930436,11.7254,900,30,0.002618,0.0027179,0.04351,0.27338,0.30103,0.30066,1.8891,0.069333,0.4351,0.73274,0.033622,0.73306,0.84563,1,0.33588,0.12431,0.10718,0.12629,0.10478,0.11908,0.087671,
0,2,700193282,11.8224,900,30,0.0026694,0.0031181,0.049916,0.31363,0.28864,0.28829,1.8114,0.081533,0.51166,1.2247,0.055946,1.2251,1.5108,1,0.27226,0.13098,0.095531,0.14153,0.096244,0.1667,0.098659,
0,2,1876719771,11.9538,900,30,0.0018199,0.0036436,0.058328,0.36649,0.30237,0.302,1.8975,0.093906,0.58931,1.0831,0.053984,1.0832,1.4078,1,0.29163,0.118,0.098997,0.14349,0.1066,0.11659,0.087395,
0,3,629663617,11.5591,900,30,0.0072574,0.0034397,0.055064,0.34598,0.31588,0.31549,1.9823,0.091784,0.57599,0.94083,0.040732,0.94092,1.0728,1,0.29057,0.11378,0.089311,0.11652,0.091857,0.11424,0.091532,
0,3,184901075,10.1622,300,17,0.0049696,0.0060377,0.096653,0.60729,0.35959,0.35915,2.2566,0.076526,0.48024,2.8763,0.11795,2.8769,3.1243,1,0.61118,0.23709,0.096573,0.31229,0.08995,0.2192,0.09005,
0,3,3687023146,10.1334,300,17,0.0047057,0.0052054,0.083329,0.52357,0.38085,0.38038,2.39,0.10804,0.67802,1.5153,0.071571,1.5155,1.8459,1,0.59428,0.26452,0.098418,0.33417,0.093425,0.23446,0.1055,
0,3,1650965894,10.1528,300,17,0.074547,0.014046,0.22486,1.4128,0.48734,0.48674,3.0583,0.15146,0.95048,1.6875,0.13488,1.6877,2.3724,1,0.74622,0.53723,0.13267,0.62069,0.11503,0.50393,0.17159,
0,3,3157368299,10.257,300,17,0.014393,0.0068536,0.10972,0.68936,0.42836,0.42783,2.6882,0.11482,0.72054,2.3901,0.090413,2.3903,2.3999,1,0.70044,0.19464,0.075793,0.22158,0.089116,0.18099,0.064578,
0,3,3932260844,10.2695,300,17,0.0026329,0.0058282,0.0933,0.58622,0.385,0.38453,2.4161,0.086635,0.54368,2.3578,0.16287,2.3582,3.1595,1,0.62062,0.40744,0.11321,0.48683,0.10366,0.65217,0.088569,
0,3,3233165240,10.2213,300,17,0.012642,0.0048445,0.077552,0.48727,0.38251,0.38204,2.4004,0.090652,0.56888,2.6967,0.11945,2.6972,3.5103,1,0.77383,0.29298,0.089695,0.3152,0.085701,0.35007,0.094277,
0,3,2595362440,10.2079,300,17,0.0065131,0.0071603,0.11463,0.72021,0.45434,0.45379,2.8512,0.17776,1.1155,2.0394,0.086085,2.0397,2.5834,1,0.68844,0.20769,0.089737,0.25455,0.088182,0.30638,0.078428,
0,3,494112555,10.289,300,17,0.012087,0.006535,0.10462,0.65732,0.39312,0.39263,2.467,0.13776,0.86451,1.1358,0.068296,1.136,1.5721,1,0.63425,0.36029,0.11948,0.368,0.13938,0.29517,0.098231,
0,3,3265733209,10.3559,300,17,0.0045902,0.0046911,0.075097,0.47185,0.38146,0.381,2.3939,0.080034,0.50225,2.4344,0.083957,2.4345,2.8196,1,0.45155,0.11841,0.070631,0.16009,0.07313,0.13302,0.069167,
1,1,2980348153,14.1766,300,17,0.072297,0.066598,0.11932,0.75427,0.83695,0.29872,1.9141,0.40632,0.35071,43.9046,0.2239,43.9048,19.7018,1,0.42755,0.31933,0.15303,0.31431,0.17055,0.33019,0.14189,
0,3,244053322,10.9711,600,24,0.0095324,0.0057805,0.092537,0.58142,0.36541,0.36496,2.2931,0.10353,0.64969,3.1211,0.14658,3.1213,3.9648,1,0.58538,0.2122,0.092786,0.24145,0.092205,0.25211,0.10733,
0,3,3036517729,10.9994,600,24,0.0071241,0.0035982,0.057601,0.36192,0.32462,0.32422,2.0372,0.12716,0.79798,1.5981,0.071626,1.5986,1.7881,1,0.58789,0.24153,0.094497,0.26921,0.090745,0.34218,0.10564,
0,3,358611042,11.0428,600,24,0.0027085,0.0043537,0.069696,0.43791,0.31502,0.31464,1.9769,0.074106,0.46505,2.2362,0.078511,2.2364,2.1874,1,0.37613,0.11808,0.076484,0.13507,0.074822,0.091536,0.058193,
0,3,3501998639,11.0213,600,24,0.011973,0.0049675,0.079522,0.49965,0.34777,0.34735,2.1824,0.14161,0.88865,1.9131,0.11657,1.9137,2.7524,1,0.71161,0.32074,0.11545,0.34967,0.10737,0.26279,0.080889,
0,3,3257483628,11.0115,600,24,0.0022285,0.0053927,0.086328,0.54241,0.34864,0.34821,2.1879,0.099612,0.62511,2.368,0.11563,2.3681,2.7693,1,0.53903,0.21545,0.08967,0.25469,0.093665,0.29839,0.089116,
0,3,3311058306,11.0521,600,24,0.013641,0.0050929,0.08153,0.51227,0.3601,0.35966,2.2598,0.11873,0.74507,1.7122,0.065349,1.7125,1.8303,1,0.51584,0.18319,0.086987,0.21915,0.088573,0.21353,0.099815,
0,3,3779214282,11.0841,600,24,0.0068047,0.0034686,0.055526,0.34888,0.32084,0.32045,2.0134,0.069591,0.43671,2.1883,0.075743,2.1886,2.5978,1,0.42512,0.10778,0.077328,0.1138,0.069347,0.1276,0.085897,
0,3,1688123499,11.0698,600,24,0.003147,0.0033982,0.054399,0.3418,0.33221,0.3318,2.0848,0.082251,0.51616,1.3122,0.07421,1.3125,1.6314,1,0.53137,0.27274,0.10227,0.35289,0.11045,0.26858,0.088917,
0,3,3685777423,11.209,600,24,0.0044527,0.0037436,0.059928,0.37654,0.32948,0.32908,2.0677,0.076711,0.4814,1.4343,0.059594,1.4348,1.6695,1,0.74283,0.18568,0.094204,0.20145,0.08102,0.23004,0.093749,
1,1,4115445239,14.1372,600,24,0.0030345,0.011027,0.019756,0.35316,0.53413,0.19064,1.3677,0.30153,0.26026,4.4189,0.024799,4.4191,2.0894,1,0.56054,0.3028,0.18013,0.37918,0.20269,0.35422,0.19205,
0,3,1555800849,11.686,900,30,0.0054446,0.0038726,0.061994,0.38952,0.30049,0.30012,1.8857,0.072131,0.45265,1.3641,0.056432,1.3645,1.5006,1,0.45107,0.14064,0.086219,0.15063,0.081453,0.18018,0.085313,
0,3,106032736,11.7094,900,30,0.0026404,0.002826,0.04524,0.28425,0.27508,0.27475,1.7263,0.065624,0.41182,1.3322,0.066934,1.3325,1.4745,1,0.59115,0.17069,0.099716,0.18954,0.0938,0.20853,0.097236,
0,3,682973931,11.7684,900,30,0.0034946,0.0034705,0.055557,0.34908,0.29746,0.2971,1.8667,0.063277,0.39709,1.4391,0.062655,1.4393,1.5801,1,0.54986,0.16815,0.089709,0.19062,0.080803,0.17855,0.098384,
0,3,2867778064,11.8255,900,30,0.0019491,0.0037412,0.059891,0.37631,0.30305,0.30268,1.9018,0.074253,0.46598,1.17,0.071911,1.1701,1.5041,1,0.47118,0.16523,0.10723,0.18788,0.11367,0.15906,0.097575,
0,3,2835381888,11.8973,900,30,0.0038027,0.0031533,0.050479,0.31717,0.3157,0.31531,1.9812,0.094217,0.59126,1.1108,0.055006,1.111,1.3393,1,0.58899,0.1715,0.098527,0.18993,0.10154,0.18503,0.095362,
0,3,98044645,11.9292,900,30,0.001927,0.0047273,0.075677,0.47549,0.361,0.36056,2.2655,0.13224,0.82986,1.751,0.083202,1.7515,2.3564,1,0.58823,0.17326,0.09542,0.17574,0.098591,0.18945,0.09494,
0,3,56833021,11.9383,900,30,0.0029435,0.0030389,0.048648,0.30567,0.2916,0.29124,1.8299,0.071659,0.4497,1.2127,0.064445,1.2128,1.5406,1,0.44248,0.20596,0.09975,0.2262,0.1094,0.21866,0.092584,
0,3,2145739329,11.8685,900,30,0.0033886,0.003281,0.052523,0.33001,0.30041,0.30004,1.8852,0.072112,0.45254,1.4737,0.057847,1.4738,1.5854,1,0.40203,0.11572,0.088268,0.11338,0.080045,0.12492,0.08495,
0,3,3712691137,12.193,900,30,0.0026117,0.004922,0.078793,0.49507,0.32094,0.32055,2.0141,0.095763,0.60096,2.0666,0.074423,2.0667,2.2684,1,0.38674,0.1177,0.075819,0.13964,0.081403,0.13539,0.073484,
1,1,1925860890,15.3097,900,30,0.0011446,0.010133,0.018155,0.25644,0.47821,0.17068,1.2043,0.1976,0.17056,9.1503,0.045152,9.1505,4.1167,1,0.4343,0.19287,0.11911,0.17305,0.098839,0.22827,0.11887,
1,1,2933561594,14.5858,300,17,0.016167,0.027196,0.048725,0.56682,0.74437,0.26568,1.906,0.35759,0.30865,15.8768,0.073888,15.8771,7.2016,1,0.4014,0.26276,0.14021,0.26841,0.14494,0.31936,0.17582,
1,1,2939259782,14.6189,300,17,0.0071144,0.034799,0.062349,0.48502,0.73976,0.26403,1.7529,0.37947,0.32754,10.3255,0.053784,10.3261,4.7686,1,0.47738,0.24336,0.1431,0.27736,0.12256,0.27247,0.13255,
1,1,3699757314,14.6318,300,17,0.0047931,0.012727,0.022802,0.49943,0.63964,0.2283,1.6083,0.20322,0.17541,3.7758,0.01866,3.7761,1.8102,1,0.50576,0.57048,0.27205,0.52578,0.28632,0.56771,0.25677,
1,1,984376254,14.5773,300,17,0.044409,0.12835,0.22995,0.86788,1.0567,0.37714,2.1561,0.63642,0.54932,27.4105,0.23292,27.4108,16.8773,1,0.67582,0.16308,0.066172,0.18103,0.063752,0.18302,0.07663,
1,1,3156943142,14.604,300,17,0.0032805,0.033121,0.059342,0.49396,0.64699,0.23092,1.5039,0.38641,0.33353,13.6784,0.083914,13.6785,7.0065,1,0.54648,0.21987,0.11723,0.28689,0.12966,0.2976,0.1425,
1,1,1323132973,14.6208,300,17,0.028482,0.094013,0.16844,0.78282,1.039,0.37084,2.2756,0.59586,0.51432,19.9895,0.13982,19.99,10.8702,1,0.57705,0.12944,0.055939,0.12598,0.065725,0.19169,0.070421,
1,1,3709219864,14.729,300,17,0.013728,0.050165,0.089879,0.46374,0.79325,0.28312,1.7925,0.46393,0.40044,6.7152,0.062091,6.7154,4.2543,1,0.76756,0.16893,0.055488,0.2187,0.071092,0.13772,0.040199,
1,1,2686517049,14.697,300,17,0.026162,0.019276,0.034536,0.55149,0.62734,0.22391,1.6115,0.25925,0.22377,5.783,0.028166,5.7833,2.5948,1,0.4976,0.22535,0.11951,0.26821,0.13507,0.38361,0.13367,
1,1,3357791674,14.7217,300,17,0.015084,0.051369,0.092036,0.59516,0.69252,0.24717,1.6436,0.35365,0.30525,3.7038,0.16562,3.7043,3.9242,1,0.69395,0.11826,0.039236,0.11189,0.043455,0.13316,0.042724,
1,2,2333710378,13.7064,300,17,0.002626,0.025721,0.046083,0.37317,0.69676,0.24869,1.7036,0.29571,0.25524,4.1738,0.064618,4.1739,3.0285,1,0.66962,0.13153,0.062455,0.19491,0.082117,0.15739,0.070366,
1,1,4218806503,14.6193,600,24,0.0020081,0.013837,0.024792,0.32922,0.51718,0.18459,1.3659,0.24366,0.21032,5.5881,0.02586,5.5882,2.4164,1,0.40416,0.17743,0.11779,0.19177,0.11526,0.19573,0.11998,
1,1,1399412830,14.4939,600,24,0.0049268,0.036362,0.065148,0.44137,0.66998,0.23913,1.6315,0.34123,0.29453,17.8996,0.091852,17.8998,8.4861,1,0.41848,0.13867,0.081269,0.14934,0.078769,0.17399,0.0917,
1,1,3286393727,14.5183,600,24,0.0007699,0.013989,0.025064,0.37965,0.54808,0.19562,1.3873,0.22455,0.19382,5.9348,0.036466,5.9351,3.0153,1,0.56352,0.13743,0.070694,0.1554,0.070727,0.14622,0.068865,
1,1,3982213504,14.51,600,24,0.0019468,0.027861,0.049917,0.44156,0.67167,0.23973,1.6427,0.3065,0.26455,1.5639,0.066666,1.5641,1.6673,1,0.72479,0.10688,0.041454,0.12623,0.039809,0.11236,0.037135,
1,1,2339333560,14.4619,600,24,0.0065322,0.0299,0.053571,0.78455,0.65841,0.235,1.7407,0.35309,0.30477,4.1095,0.11418,4.1096,3.9077,1,0.6889,0.10871,0.045935,0.12342,0.046157,0.11459,0.051285,
1,1,3700739886,14.5544,600,24,0.0051098,0.010717,0.019202,0.32105,0.47522,0.16961,1.279,0.15558,0.13429,2.7425,0.013539,2.7429,1.2179,1,0.3873,0.14028,0.098428,0.15356,0.10584,0.16557,0.11011,
1,1,1813288158,14.5424,600,24,0.0045159,0.018449,0.033055,0.39049,0.52927,0.18891,1.3206,0.30809,0.26592,5.0501,0.025376,5.0504,2.4357,1,0.50766,0.63299,0.23857,0.63796,0.25734,0.55934,0.24424,
1,1,3912698347,14.4918,600,24,0.0020526,0.018466,0.033085,0.47115,0.59571,0.21262,1.5786,0.23686,0.20444,5.256,0.049707,5.2562,3.3349,1,0.66137,0.14232,0.070124,0.15322,0.076505,0.1646,0.073839,
1,1,2706278563,14.6129,600,24,0.0043452,0.018103,0.032434,0.30421,0.55644,0.1986,1.2951,0.33678,0.29069,4.1378,0.037724,4.138,2.66,1,0.73468,0.16654,0.057307,0.18626,0.061791,0.21161,0.050052,
1,2,2559767412,14.4538,600,24,0.0030218,0.016932,0.030336,0.30037,0.51871,0.18514,1.2564,0.25961,0.22408,9.1003,0.053167,9.1004,4.8011,1,0.56528,0.16626,0.074567,0.1876,0.074109,0.19135,0.070102,
