simulated_process,response_process,seed,exec time,T,q_bartlett,cov lag 0 RMSE,spec density MSE - FRO,spec density RMSE - FRO,spec density R2MSE - FRO,spec density MSE - intmax,spec density RMSE - intmax,spec density R2MSE - intmax,spec density MSE - maxmax,spec density RMSE - maxmax,spec cross density MSE - L2,spec cross density RMSE - L2,spec cross density MSE - intmax,spec cross density RMSE - intmax,transfer: truncation parameter,transfer: RMSE,Z error train,Z error train (true dynamics),Z error test,Z error test (true dynamics),Z error train (holdout),Z error train (holdout true dynamics),
4,2,221178061,12.1635,900,30,0.01138,0.026508,0.047715,0.40192,0.47145,0.23825,1.5245,0.26697,0.29463,10.4693,0.096177,10.4695,8.0538,1,0.4289,0.13335,0.068578,0.14104,0.0727,0.14496,0.069534,
4,2,2964903232,11.5253,600,24,0.012109,0.033594,0.060471,0.55129,0.53148,0.26859,1.6584,0.34283,0.37834,18.5732,0.056878,18.5732,10.5328,1,0.48255,0.089036,0.048184,0.079913,0.043192,0.083165,0.042972,
4,2,3637079225,12.2027,900,30,0.014331,0.033006,0.059412,0.48078,0.50386,0.25463,1.6048,0.35202,0.38849,20.0974,0.078675,20.0975,11.973,1,0.5343,0.079662,0.045787,0.086745,0.047061,0.081889,0.043533,
4,3,2222718044,11.5387,600,24,0.0023785,0.04044,0.072792,0.54272,0.51953,0.26255,1.7048,0.3878,0.42797,73.1776,0.073674,73.1777,24.3921,1,0.51731,0.038209,0.015449,0.042282,0.014479,0.049314,0.014017,
4,2,3030467276,11.5563,600,24,0.0013185,0.0090186,0.016234,0.43787,0.47692,0.24101,1.6714,0.40294,0.44468,3.9893,0.035316,3.9897,2.9154,1,0.38159,0.11851,0.068954,0.13814,0.069948,0.13948,0.062695,
4,2,1660398960,11.5448,600,24,0.021797,0.020807,0.037453,0.8606,0.4918,0.24853,1.8233,0.29176,0.32199,3.4914,0.034466,3.4917,2.7507,1,0.55896,0.16784,0.065275,0.18298,0.074201,0.22256,0.065291,
4,2,963510760,11.5832,600,24,0.01231,0.031422,0.056561,0.42611,0.52313,0.26436,1.6694,0.25908,0.28591,9.6378,0.053311,9.638,6.6442,1,0.67499,0.15163,0.069269,0.18266,0.065678,0.15063,0.053662,
4,1,151438503,11.8264,600,24,0.01825,0.048874,0.087974,0.48816,0.60108,0.30376,1.8401,0.33071,0.36496,1.5309,0.069593,1.5311,2.0381,1,0.71032,0.3695,0.16429,0.41633,0.14772,0.40627,0.19182,
4,2,935794378,12.1837,900,30,0.001037,0.0096655,0.017398,0.412,0.40377,0.20405,1.4321,0.29352,0.32393,5.2195,0.022614,5.2197,3.3602,1,0.49594,0.10749,0.050675,0.1253,0.059987,0.11778,0.050145,
4,2,533505532,12.2042,900,30,0.0025323,0.026505,0.047711,0.41629,0.45625,0.23057,1.4361,0.25501,0.28143,4.7415,0.044551,4.7418,3.5847,1,0.39837,0.12881,0.072513,0.13551,0.069551,0.14896,0.075392,
4,3,1828149759,10.5724,300,17,0.016538,0.04504,0.081073,0.43867,0.57744,0.29181,1.802,0.38087,0.42032,32.8417,0.069533,32.8418,14.1774,1,0.72083,0.06479,0.026284,0.082551,0.033128,0.054376,0.025148,
4,3,1939983253,10.6792,300,17,0.020213,0.0252,0.045361,0.76153,0.58332,0.29478,2.0335,0.26977,0.29772,5.8615,0.11266,5.8617,5.6836,1,1.0133,0.51994,0.10897,0.72132,0.12102,0.53094,0.07832,
4,2,2004584482,12.2572,900,30,0.0026659,0.012069,0.021724,0.42611,0.41644,0.21045,1.4633,0.20797,0.22951,4.9367,0.037869,4.937,3.5276,1,0.46667,0.12837,0.073606,0.13629,0.071253,0.12001,0.07141,
4,3,3599005832,12.1719,900,30,0.0014,0.024239,0.043631,0.44688,0.47468,0.23988,1.646,0.30954,0.3416,12.8494,0.040974,12.8495,6.352,1,0.37973,0.046807,0.03417,0.051522,0.032012,0.051888,0.03876,
4,2,2610269120,12.2766,900,30,0.00042405,0.0098511,0.017732,0.30407,0.44239,0.22356,1.5407,0.1677,0.18507,5.6807,0.053979,5.681,4.5129,1,0.50283,0.15982,0.071745,0.18373,0.069026,0.17506,0.07193,
4,2,2017992965,12.314,900,30,0.0030633,0.0077434,0.013938,0.26912,0.38153,0.19281,1.374,0.17283,0.19073,0.84659,0.072215,0.84674,1.3284,1,0.60689,0.44196,0.20267,0.56615,0.20807,0.47646,0.20322,
4,2,2394061263,12.3966,900,30,0.0059346,0.030243,0.054438,0.37312,0.48232,0.24374,1.4896,0.37664,0.41565,26.1354,0.10592,26.1356,16.5711,1,0.54212,0.10116,0.054149,0.1033,0.050558,0.097471,0.045934,
4,3,3251829032,10.7035,300,17,0.016446,0.02059,0.037063,0.86004,0.69752,0.35249,2.4545,0.29993,0.331,2.7317,0.086943,2.7319,3.0226,1,0.80647,0.28744,0.096718,0.42403,0.093736,0.40298,0.086258,
4,3,2507075430,10.7124,300,17,0.020656,0.030323,0.054582,0.47927,0.54043,0.27311,1.7106,0.25584,0.28234,4.7691,0.062441,4.7696,4.4924,1,0.86984,0.36686,0.097356,0.40597,0.10988,0.40343,0.092266,
4,1,110910121,12.6874,900,30,0.0077314,0.021959,0.039527,0.37698,0.48662,0.24591,1.5693,0.32941,0.36353,9.6261,0.060489,9.6262,6.3458,1,0.57848,0.13984,0.067691,0.15981,0.068921,0.15816,0.077778,
4,3,2328920351,11.4676,600,24,0.031822,0.069661,0.12539,0.4898,0.60905,0.30779,1.7743,0.42035,0.46389,25.3233,0.14522,25.3235,17.0323,1,0.86449,0.19371,0.061305,0.23701,0.052464,0.19241,0.061645,
4,3,3629801232,11.5307,600,24,0.0040499,0.017735,0.031924,0.324,0.50137,0.25337,1.5619,0.39807,0.43931,6.9989,0.017359,6.9993,3.2499,1,0.77613,0.078494,0.027468,0.070419,0.027332,0.095762,0.031649,
4,3,3256436392,10.7404,300,17,0.0086749,0.014397,0.025915,0.59013,0.52174,0.26366,1.912,0.23629,0.26077,6.0921,0.029994,6.0924,3.5857,1,0.93335,0.16361,0.056896,0.16297,0.046806,0.18566,0.053718,
0,1,771682390,10.1367,300,17,0.0097674,0.0066842,0.107,0.67233,0.40258,0.40208,2.5264,0.10609,0.66575,2.3044,0.15463,2.3048,3.0911,1,0.53677,0.3162,0.13441,0.36451,0.1165,0.41003,0.16854,
4,3,3189338510,10.8323,300,17,0.0030677,0.015792,0.028425,0.43807,0.51571,0.26061,1.7189,0.23523,0.25959,12.7559,0.017688,12.7561,4.8503,1,0.77806,0.063569,0.022448,0.068587,0.021629,0.072284,0.01943,
4,3,1328594581,10.7961,300,17,0.033723,0.031719,0.057096,0.75283,0.567,0.28654,1.8731,0.33546,0.37021,15.8869,0.062239,15.887,8.4103,1,0.8986,0.087296,0.038682,0.11651,0.042772,0.11692,0.040372,
4,3,3154067748,10.8429,300,17,0.035062,0.05528,0.099506,0.80507,0.67801,0.34264,2.08,0.35983,0.3971,91.7607,0.10705,91.7609,33.9301,1,0.41599,0.041471,0.017023,0.056497,0.019811,0.027801,0.017149,
4,3,1913536338,11.5272,600,24,0.0097808,0.03141,0.056539,0.54776,0.60745,0.30698,1.9444,0.33792,0.37292,10.847,0.126,10.8473,9.1984,1,0.64356,0.29987,0.090829,0.31849,0.093418,0.28614,0.075283,
4,3,3542731864,11.4973,600,24,0.0013965,0.013795,0.024831,0.45368,0.49474,0.25002,1.8285,0.185,0.20416,5.2591,0.023124,5.2594,2.7584,1,0.7435,0.10304,0.045595,0.10315,0.041271,0.094671,0.05107,
4,2,3933054690,11.0271,300,17,0.0095447,0.026877,0.04838,0.47032,0.53539,0.27056,1.7504,0.34847,0.38456,7.1461,0.041296,7.1463,5.0589,1,0.74518,0.24448,0.081106,0.2631,0.075193,0.21345,0.086235,
4,3,1535013952,12.1223,900,30,0.0083608,0.010782,0.019408,0.34352,0.41159,0.208,1.4321,0.23803,0.26269,20.4803,0.019225,20.4805,6.8196,1,0.33513,0.025716,0.012729,0.029008,0.014405,0.027154,0.011906,
0,1,1473684923,10.812,600,24,0.0093365,0.0062432,0.099943,0.62796,0.35201,0.35157,2.209,0.093486,0.58667,2.7496,0.12045,2.7496,3.2165,1,0.2842,0.11632,0.095631,0.11318,0.095722,0.12873,0.10762,
4,3,2951547206,11.5337,600,24,0.0039132,0.014478,0.026061,0.44837,0.48842,0.24683,1.7274,0.19159,0.21144,5.1738,0.035039,5.1739,3.1457,1,0.5573,0.10754,0.058805,0.10541,0.05354,0.1389,0.064137,
4,3,3148704524,12.1777,900,30,0.0039513,0.025985,0.046774,0.30881,0.50147,0.25342,1.5148,0.29742,0.32823,17.6378,0.073581,17.6379,9.3519,1,0.62648,0.091899,0.042563,0.08603,0.039927,0.094422,0.03585,
4,3,2288885969,11.6045,600,24,0.030007,0.029482,0.053068,0.42083,0.54017,0.27298,1.6517,0.44049,0.48612,4.2198,0.035089,4.22,2.9792,1,0.56717,0.14492,0.060682,0.16818,0.068648,0.15529,0.06551,
4,3,1950568845,11.5722,600,24,0.0044152,0.047892,0.086207,0.49972,0.58792,0.29711,1.7632,0.53766,0.59336,4.4852,0.074659,4.4856,3.5693,1,0.78826,0.24875,0.083891,0.2855,0.083995,0.29191,0.086724,
4,3,1605875299,11.5411,600,24,0.0077488,0.021958,0.039525,0.56903,0.53124,0.26846,1.7313,0.28044,0.30949,6.2259,0.090164,6.2264,4.9676,1,0.53636,0.17427,0.093289,0.18299,0.093104,0.18492,0.073489,
4,3,593273949,12.1951,900,30,0.010187,0.028755,0.05176,0.32032,0.46585,0.23542,1.4026,0.32934,0.36346,11.3214,0.046139,11.322,6.0257,1,0.62949,0.098153,0.044679,0.11092,0.056382,0.11158,0.040359,
4,2,1032209928,11.885,600,24,0.0074628,0.017509,0.031517,0.39496,0.44086,0.22279,1.5308,0.24982,0.2757,20.4377,0.058047,20.4379,10.6678,1,0.39093,0.087589,0.041362,0.093184,0.040726,0.092018,0.046466,
4,3,2814443224,12.2066,900,30,0.0014162,0.012835,0.023104,0.25621,0.45898,0.23195,1.5863,0.20175,0.22265,13.8365,0.028772,13.8367,5.7595,1,0.4467,0.038418,0.024945,0.03746,0.02484,0.037177,0.024172,
0,1,2196870257,10.0382,300,17,0.013707,0.0080476,0.12883,0.80945,0.43298,0.43245,2.7172,0.12394,0.77779,1.1082,0.1675,1.1083,1.8417,1,0.88607,0.65114,0.19011,0.92222,0.20098,0.63864,0.17215,
0,1,2418093156,10.0075,300,17,0.0050794,0.0051729,0.08281,0.52031,0.36531,0.36486,2.2925,0.086838,0.54495,1.4214,0.061693,1.422,1.6564,1,0.26444,0.14364,0.10205,0.14798,0.089711,0.10664,0.064231,
0,1,2453998914,11.5673,900,30,0.0034647,0.0042028,0.06728,0.42274,0.31865,0.31826,1.9997,0.09448,0.59291,1.4902,0.078528,1.4902,1.9461,1,0.26252,0.13576,0.10644,0.13239,0.10585,0.11947,0.10151,
4,3,1210574735,12.3198,900,30,0.0023722,0.019589,0.03526,0.27924,0.42893,0.21676,1.3459,0.27812,0.30693,17.3897,0.063895,17.3899,8.9678,1,0.43226,0.084548,0.039679,0.087779,0.040092,0.098763,0.036102,
4,3,421664928,12.3101,900,30,0.0011291,0.028111,0.0506,0.40873,0.50171,0.25354,1.5532,0.29339,0.32379,1.5508,0.051971,1.551,1.7802,1,0.70148,0.37662,0.14976,0.4192,0.14382,0.3845,0.14729,
4,3,3641822426,12.3108,900,30,0.018796,0.026196,0.047153,0.31497,0.45216,0.2285,1.3813,0.25571,0.2822,14.4666,0.075596,14.4668,8.2618,1,0.55251,0.10215,0.052919,0.10602,0.047591,0.10229,0.046467,
0,1,3318057021,10.047,300,17,0.029775,0.0064001,0.10246,0.64375,0.39269,0.39221,2.4643,0.13238,0.83072,1.6441,0.13373,1.6448,2.4188,1,0.68948,0.41813,0.15172,0.54216,0.12414,0.58153,0.16721,
4,3,3533929608,12.2791,900,30,0.00119,0.012512,0.022521,0.33883,0.42493,0.21474,1.4284,0.25582,0.28232,1.8742,0.073154,1.8744,2.1415,1,0.49132,0.22141,0.094548,0.25817,0.10101,0.31571,0.079123,
0,1,1655001397,10.0749,300,17,0.005879,0.0066804,0.10694,0.67194,0.42131,0.42079,2.6439,0.17331,1.0876,1.7664,0.081271,1.7676,2.2665,1,0.41263,0.16036,0.083895,0.18676,0.10538,0.15149,0.069745,
4,2,3986448737,12.7568,900,30,0.00339,0.0098464,0.017724,0.33117,0.42175,0.21313,1.4785,0.20007,0.2208,2.8741,0.023636,2.8744,2.0677,1,0.39746,0.1192,0.065792,0.12714,0.058734,0.14911,0.070713,
0,1,1427900001,10.8612,600,24,0.010443,0.0047284,0.075693,0.4756,0.31564,0.31525,1.9808,0.087887,0.55153,2.2304,0.094419,2.2308,2.6509,1,0.26498,0.11848,0.09518,0.13397,0.098294,0.11178,0.089118,
0,1,796380154,10.8735,600,24,0.001913,0.0045999,0.073637,0.46267,0.32557,0.32517,2.0431,0.092195,0.57857,1.313,0.081818,1.3133,1.7853,1,0.53748,0.27067,0.12275,0.3166,0.12756,0.28765,0.11326,
0,2,2093877628,10.0822,300,17,0.0097895,0.0085059,0.13617,0.85555,0.43752,0.43699,2.7457,0.15071,0.94575,3.5381,0.16306,3.5383,4.4051,1,0.34103,0.18175,0.12949,0.15716,0.08348,0.21044,0.12192,
0,1,1763035913,10.0524,300,17,0.018978,0.0073993,0.11845,0.74425,0.43445,0.43392,2.7264,0.11066,0.69446,1.7053,0.11535,1.7061,2.3501,1,0.61561,0.3147,0.14346,0.33074,0.13951,0.33128,0.12712,
0,1,3992462083,10.1364,300,17,0.054203,0.0090775,0.14532,0.91305,0.45198,0.45142,2.8364,0.10906,0.68443,2.0955,0.10714,2.0958,2.6902,1,0.43908,0.18482,0.12014,0.17212,0.098914,0.23565,0.10833,
0,1,2138650934,10.2063,300,17,0.0096111,0.0060558,0.096943,0.60911,0.39332,0.39284,2.4683,0.10245,0.64292,2.137,0.18118,2.1372,2.9913,1,0.64758,0.37208,0.14401,0.52149,0.1596,0.31122,0.11006,
0,1,1883235831,10.1736,300,17,0.0022987,0.0048405,0.077488,0.48687,0.36093,0.36049,2.265,0.090791,0.56975,0.93436,0.09629,0.93457,1.4422,1,0.85269,0.63967,0.16278,0.66614,0.15698,0.5489,0.19358,
0,1,156262939,10.8977,600,24,0.0054898,0.0046389,0.074261,0.4666,0.32847,0.32806,2.0613,0.08316,0.52187,1.3909,0.063402,1.3917,1.741,1,0.34099,0.14795,0.0964,0.14917,0.095046,0.13205,0.09386,
0,1,3102764675,10.9055,600,24,0.0026246,0.0040305,0.064523,0.40541,0.35606,0.35563,2.2345,0.11737,0.73657,1.172,0.059074,1.1721,1.5388,1,0.43896,0.14364,0.096564,0.18364,0.10352,0.1301,0.091891,
4,3,2228950589,10.9691,300,17,0.017633,0.025832,0.046498,0.74232,0.58198,0.29411,2.022,0.31455,0.34713,27.8804,0.13058,27.8805,16.0212,1,0.77163,0.12084,0.035055,0.1558,0.041311,0.168,0.027303,
0,1,345180067,11.5187,900,30,0.003,0.0036577,0.058554,0.3679,0.31555,0.31516,1.9802,0.10193,0.63964,1.1666,0.062231,1.1669,1.3992,1,0.32731,0.13968,0.10877,0.14582,0.10839,0.11984,0.092923,
0,2,1157478013,10.8423,600,24,0.0038347,0.0040294,0.064504,0.40529,0.33615,0.33574,2.1095,0.14865,0.93286,1.1708,0.079902,1.1709,1.6412,1,0.6166,0.27078,0.12348,0.28904,0.12111,0.27781,0.13364,
0,1,4081205227,11.4687,900,30,0.0033103,0.0047261,0.075657,0.47537,0.34494,0.34452,2.1647,0.10916,0.68506,1.4015,0.070249,1.4019,1.8142,1,0.3387,0.14685,0.10884,0.15439,0.10294,0.16475,0.11978,
0,1,3262597617,10.8104,600,24,0.019151,0.0047491,0.076026,0.47769,0.33042,0.33002,2.0736,0.095016,0.59627,0.81486,0.093285,0.81514,1.2845,1,0.73887,0.50623,0.20572,0.52931,0.19783,0.54601,0.18419,
0,1,318882644,10.9056,600,24,0.004829,0.0036133,0.057844,0.36344,0.32546,0.32506,2.0424,0.11113,0.69738,0.90006,0.056825,0.90041,1.1796,1,0.57062,0.23555,0.12179,0.27719,0.12887,0.23758,0.1066,
0,1,3810889415,10.9301,600,24,0.0028977,0.0037681,0.060322,0.37901,0.33142,0.33101,2.0798,0.092834,0.58258,1.1606,0.079237,1.1609,1.4746,1,0.52591,0.27894,0.12806,0.31823,0.11973,0.26689,0.12581,
0,1,2978342184,10.9648,600,24,0.018898,0.003937,0.063026,0.396,0.30014,0.29977,1.8835,0.074723,0.46893,1.6935,0.094164,1.6937,2.2419,1,0.51944,0.22559,0.10442,0.27963,0.10605,0.19635,0.07864,
0,1,1809291569,11.5239,900,30,0.0017948,0.0053548,0.085721,0.5386,0.30615,0.30577,1.9212,0.095952,0.60214,1.1148,0.088114,1.1153,1.5092,1,0.4718,0.21296,0.13782,0.22242,0.13112,0.22673,0.14343,
0,1,1384871165,11.5678,900,30,0.0014202,0.0044974,0.071996,0.45236,0.31972,0.31933,2.0064,0.13199,0.82833,1.6527,0.16765,1.6529,2.4236,1,0.46014,0.22444,0.15559,0.26765,0.17274,0.26476,0.1747,
0,2,2109592298,10.0787,300,17,0.0094784,0.0057674,0.092327,0.58011,0.38215,0.38168,2.3982,0.11656,0.73145,2.3186,0.10645,2.3191,2.9279,1,0.38334,0.17881,0.098756,0.20628,0.09578,0.20453,0.080025,
4,3,4160485508,11.8277,600,24,0.028809,0.0525,0.094501,0.45434,0.6421,0.32449,1.8117,0.47054,0.51928,2.5373,0.085064,2.5375,2.7061,1,0.69349,0.28508,0.12452,0.3706,0.14894,0.2983,0.13607,
0,2,360946879,10.0026,300,17,0.028371,0.0063827,0.10218,0.642,0.3977,0.39722,2.4958,0.13307,0.83508,2.2911,0.16392,2.2914,3.1303,1,0.69866,0.34627,0.13636,0.41422,0.15277,0.29499,0.13271,
0,2,1211225316,11.5577,900,30,0.0028647,0.0042209,0.06757,0.42455,0.31399,0.31361,1.9705,0.082661,0.51874,1.2231,0.071374,1.2238,1.4966,1,0.31594,0.15461,0.11894,0.15517,0.12178,0.15898,0.10345,
0,1,66522443,11.5837,900,30,0.0018451,0.0029483,0.047198,0.29655,0.26998,0.26965,1.6943,0.090161,0.56581,1.2645,0.057819,1.2649,1.4823,1,0.33529,0.11674,0.095617,0.12396,0.094282,0.1209,0.094195,
0,1,2380877188,11.6547,900,30,0.0052395,0.0032535,0.052084,0.32725,0.30215,0.30178,1.8961,0.079554,0.49924,1.0576,0.046077,1.0578,1.1879,1,0.24957,0.11262,0.093862,0.10846,0.091002,0.11809,0.095303,
0,1,2622174033,11.6722,900,30,0.0089374,0.0036449,0.058349,0.36662,0.29211,0.29175,1.8331,0.070781,0.44418,0.88187,0.047944,0.88206,1.0631,1,0.3381,0.13852,0.11397,0.14172,0.10952,0.1329,0.10496,
0,2,1660771404,10.0239,300,17,0.01172,0.0056859,0.091022,0.57191,0.45411,0.45355,2.8497,0.21015,1.3188,3.2198,0.14411,3.2201,3.9204,1,0.37323,0.16221,0.096756,0.22453,0.10165,0.20091,0.085829,
0,2,3201669802,10.0314,300,17,0.011354,0.0042495,0.068028,0.42743,0.34648,0.34605,2.1743,0.080792,0.50701,1.465,0.068095,1.4653,1.7013,1,0.36189,0.13573,0.10071,0.16078,0.11265,0.18656,0.12923,
0,1,2168635338,11.6548,900,30,0.003665,0.0030906,0.049476,0.31086,0.28436,0.28401,1.7845,0.075504,0.47382,0.82603,0.063259,0.82623,1.1006,1,0.47744,0.27109,0.16053,0.26758,0.13407,0.28214,0.14587,
0,2,3388426309,10.8091,600,24,0.0042416,0.0032899,0.052667,0.33091,0.29974,0.29937,1.881,0.087345,0.54813,1.2556,0.069247,1.2558,1.5579,1,0.4205,0.19862,0.11473,0.2113,0.10261,0.15515,0.085444,
0,2,669463180,10.8246,600,24,0.003686,0.0044207,0.070768,0.44465,0.31425,0.31386,1.972,0.079109,0.49644,1.6795,0.076575,1.6801,2.0644,1,0.30576,0.1436,0.098068,0.13298,0.096616,0.15803,0.08305,
0,3,3414999822,10.0873,300,17,0.013273,0.0070547,0.11294,0.70959,0.43142,0.43089,2.7074,0.1101,0.69093,2.1335,0.096725,2.1337,2.4614,1,0.57496,0.28729,0.102,0.34163,0.089053,0.31027,0.095101,
4,3,2360860925,12.6096,900,30,0.0028633,0.014723,0.026502,0.30055,0.41208,0.20825,1.3803,0.25146,0.27751,11.6648,0.055896,11.665,6.7831,1,0.68482,0.10446,0.051052,0.12445,0.050125,0.11623,0.047269,
0,2,2446761338,10.0302,300,17,0.0091804,0.0064232,0.10282,0.64606,0.41185,0.41135,2.5846,0.17031,1.0688,3.7857,0.19036,3.7859,4.8869,1,0.43348,0.2392,0.12123,0.24266,0.11383,0.2595,0.10023,
0,2,1543799870,10.1849,300,17,0.0056103,0.0063839,0.1022,0.64212,0.4583,0.45774,2.876,0.13425,0.8425,3.1697,0.14053,3.1698,3.7794,1,0.35963,0.15434,0.094507,0.27592,0.10523,0.16528,0.093672,
0,2,4065193903,10.1596,300,17,0.014006,0.0072953,0.11679,0.73379,0.41054,0.41003,2.5763,0.16449,1.0323,2.4081,0.15475,2.4085,3.2579,1,0.64436,0.30274,0.12947,0.34279,0.14902,0.42713,0.10888,
0,2,3940017390,10.1858,300,17,0.0035284,0.0050684,0.081137,0.5098,0.35587,0.35544,2.2333,0.087385,0.54838,2.509,0.13159,2.5097,3.0411,1,0.57051,0.28333,0.11501,0.33786,0.11673,0.3422,0.11076,
0,2,2434493732,10.9078,600,24,0.0046768,0.0052305,0.083732,0.52611,0.36277,0.36233,2.2766,0.094174,0.59099,2.3667,0.10189,2.3668,2.7499,1,0.32891,0.17001,0.098312,0.17841,0.089518,0.22261,0.10674,
0,2,2942105372,10.8864,600,24,0.0041024,0.0044676,0.071519,0.44937,0.33788,0.33746,2.1203,0.079523,0.49904,2.097,0.089101,2.0971,2.4448,1,0.22987,0.12787,0.090979,0.13499,0.091888,0.162,0.080211,
0,2,3821769982,11.5992,900,30,0.0029182,0.0040058,0.064126,0.40292,0.32753,0.32713,2.0554,0.086738,0.54433,1.5036,0.0736,1.5037,1.9448,1,0.35367,0.1382,0.097008,0.15278,0.10309,0.15515,0.10212,
0,3,378681773,10.8524,600,24,0.00495,0.0056992,0.091235,0.57325,0.35734,0.3569,2.2425,0.13184,0.82737,2.0936,0.082514,2.0939,2.18,1,0.48795,0.14502,0.085687,0.16111,0.084685,0.16141,0.074057,
0,2,3729508422,11.5252,900,30,0.006484,0.0035464,0.056772,0.35671,0.27752,0.27718,1.7416,0.065433,0.41063,1.1801,0.064699,1.1805,1.4718,1,0.26656,0.12274,0.10339,0.14764,0.11027,0.14671,0.10761,
0,1,2021751311,10.4533,300,17,0.00592,0.0082732,0.13244,0.83215,0.41636,0.41585,2.6128,0.1435,0.90052,2.6013,0.11049,2.6019,3.0076,1,0.32027,0.15581,0.094976,0.21397,0.10472,0.1529,0.065696,
0,2,4128318412,10.8778,600,24,0.0025687,0.0048693,0.07795,0.48978,0.3645,0.36405,2.2874,0.098925,0.6208,2.2257,0.10033,2.2262,2.7907,1,0.41655,0.1776,0.10519,0.1722,0.096322,0.16394,0.10441,
0,2,1244956985,10.9576,600,24,0.014756,0.0049651,0.079483,0.4994,0.33625,0.33584,2.1101,0.1227,0.76998,1.2056,0.094052,1.206,1.7216,1,0.56819,0.33582,0.16482,0.34904,0.14416,0.35349,0.14678,
0,2,639647005,10.9757,600,24,0.00055401,0.0041605,0.066603,0.41848,0.32291,0.32251,2.0264,0.089015,0.55861,0.90185,0.076415,0.90201,1.2852,1,0.67309,0.37113,0.14452,0.44768,0.151,0.37082,0.12186,
0,2,2739508705,10.977,600,24,0.0027301,0.0035987,0.057609,0.36197,0.29895,0.29858,1.876,0.089115,0.55924,1.5312,0.07387,1.5318,1.9207,1,0.39902,0.16134,0.098379,0.18456,0.1164,0.18558,0.10387,
0,2,721161274,11.5751,900,30,0.004,0.0035887,0.057449,0.36097,0.313,0.31262,1.9642,0.14257,0.89471,1.0427,0.060983,1.0431,1.4382,1,0.34954,0.15042,0.10955,0.1963,0.12457,0.17311,0.11041,
0,2,3113287183,11.5679,900,30,0.0027461,0.0037839,0.060574,0.3806,0.29382,0.29346,1.8439,0.067432,0.42317,1.6157,0.073571,1.6165,1.9844,1,0.20702,0.11942,0.094884,0.13202,0.099937,0.11278,0.088572,
0,3,3871477602,10.0722,300,17,0.0074339,0.0052039,0.083306,0.52343,0.36143,0.36098,2.2681,0.091982,0.57723,2.3296,0.092853,2.3302,2.7513,1,0.6906,0.17474,0.071515,0.24662,0.098766,0.24216,0.084641,
0,3,1186295241,10.0093,300,17,0.0087229,0.0062263,0.099672,0.62626,0.3905,0.39002,2.4506,0.14783,0.92771,1.1986,0.1082,1.1989,1.7437,1,0.8308,0.65793,0.14324,0.71573,0.14547,0.98656,0.18507,
0,3,631005296,11.5477,900,30,0.0078709,0.0040622,0.06503,0.40859,0.3242,0.3238,2.0345,0.082146,0.51551,1.2826,0.068902,1.2832,1.5482,1,0.51919,0.18389,0.1063,0.20858,0.10119,0.18386,0.096022,
0,1,50759729,11.2275,600,24,0.0030138,0.0047226,0.075601,0.47502,0.34762,0.3472,2.1815,0.1046,0.65641,2.2988,0.10341,2.2989,2.8269,1,0.30684,0.13205,0.095246,0.16176,0.094642,0.14519,0.09889,
0,2,3018496554,11.5958,900,30,0.00091807,0.0034519,0.055259,0.3472,0.29652,0.29616,1.8608,0.075033,0.47087,0.62286,0.054771,0.62316,0.87278,1,0.39612,0.21029,0.14997,0.24137,0.14752,0.21616,0.14278,
0,2,4179047528,11.6994,900,30,0.00027461,0.0039209,0.062768,0.39438,0.32074,0.32035,2.0128,0.085643,0.53745,1.0153,0.080262,1.0156,1.5278,1,0.49237,0.25584,0.15102,0.29366,0.14599,0.21837,0.13016,
0,2,3579081943,11.7599,900,30,0.0012924,0.0032311,0.051724,0.32499,0.3214,0.32101,2.017,0.090592,0.56851,0.79651,0.049538,0.79693,1.0663,1,0.50311,0.20224,0.12347,0.21888,0.13105,0.18099,0.10318,
0,3,33919365,10.0924,300,17,0.0108,0.0042994,0.068826,0.43245,0.32705,0.32665,2.0524,0.070238,0.44078,2.392,0.14893,2.3927,3.064,1,0.76025,0.40781,0.11102,0.48677,0.11786,0.5597,0.11768,
0,3,1041748017,10.0362,300,17,0.013356,0.0063997,0.10245,0.6437,0.41912,0.41861,2.6302,0.10863,0.68172,2.1599,0.1214,2.1601,2.5904,1,0.68515,0.34828,0.10947,0.44951,0.091458,0.32835,0.10464,
0,2,1181179763,11.7506,900,30,0.0037449,0.0037835,0.060568,0.38056,0.28609,0.28574,1.7954,0.073918,0.46387,0.99094,0.06542,0.99112,1.4054,1,0.29506,0.15996,0.12318,0.19184,0.12279,0.18857,0.13188,
0,3,2250412928,10.8751,600,24,0.0031981,0.0032106,0.051397,0.32294,0.29925,0.29888,1.8779,0.071044,0.44583,1.4098,0.062293,1.4102,1.6022,1,0.55213,0.18513,0.086147,0.1785,0.093655,0.17742,0.077402,
0,3,826467476,10.8879,600,24,0.0045872,0.0041937,0.067135,0.42182,0.33384,0.33343,2.095,0.078049,0.4898,1.2894,0.062444,1.2899,1.6954,1,0.60156,0.21869,0.088104,0.25105,0.096715,0.21457,0.081885,
0,3,1875141908,10.0621,300,17,0.038615,0.0099182,0.15877,0.9976,0.46611,0.46554,2.9251,0.10424,0.65418,4.6872,0.21981,4.6874,5.5816,1,0.94337,0.33368,0.093721,0.56457,0.11216,0.38801,0.086935,
0,1,6735191,12.1775,900,30,0.0049334,0.0032188,0.051528,0.32376,0.30108,0.30071,1.8894,0.091159,0.57207,1.4199,0.069064,1.42,1.6545,1,0.31939,0.12842,0.10222,0.13906,0.10392,0.14034,0.10028,
